employee_id,jmeno,prijmeni,email,oddeleni,pozice,datum_nastupu,plat,hodnoceni_vykonu,vzdelani,mesto,vek,pohlavi,typ_uvazku,telefon
833,Barbora,Čechová,barbora.cechova@datacorp.cz,Podpora,Help Desk Specialist,2024-07-01,,3,SŠ,Zlín,23,Ž,Plný,695 130 406
568,Dominik,Urban,dominik.urban@datacorp.cz,HR,Recruiter,2021-07-29,55500.0,3,VŠ Mgr.,Plzeň,41,M,Plný,+420 693 427 784
508,Radek,Pospíšil,radek.pospisil@datacorp.cz,Obchod,Business Development,2025-02-11,30500.0,4,VŠ Bc.,Hradec Králové,29,M,Plný,+420 749 241 888
936,Jakub,Pokorný,jakub.pokorny@datacorp.cz,Podpora,Support Team Lead,2024-01-07,34500.0,3,VŠ Bc.,Praha,26,M,Plný,+420 785 244 792
790,Josef,Beneš,josef.benes@datacorp.cz,Podpora,Support Team Lead,18.08.2022,42000.0,4,SŠ,Praha,35,M,Plný,+420 700 258 972
187,Jana,Pokorná,jana.pokorna@datacorp.cz,Vývoj,DevOps Engineer,2019-05-18,73500.0,4,VŠ Mgr.,Praha,36,Ž,Plný,+420 752 531 905
339,Daniel,Sedláček,daniel.sedlacek@datacorp.cz,Marketing,Marketingový specialista,2020-02-08,40500.0,3,VŠ Bc.,Liberec,29,M,Plný,724480658
89,Petra,Dvořáková,petra.dvorakova@datacorp.cz,Vývoj,DevOps Engineer,2020-09-02,77000.0,3,VŠ Mgr.,Praha,34,Ž,Částečný,660743429
63,Tereza,Štěpánková,tereza.stepankova@datacorp.cz,Vývoj,Tech Lead,2021-10-27,58000.0,3,SŠ,České Budějovice,35,Ž,Plný,+420 612 504 286
848,Ondřej,Urban,ondrej.urban@datacorp.cz,Podpora,Zákaznická podpora,2023-12-04,48000.0,2,VŠ Mgr.,Praha,27,M,Plný,+420 612 563 842
824,Veronika,Veselá,veronika.vesela@datacorp.cz,Podpora,Technická podpora,2023-04-05,40500.0,3,VŠ Mgr.,Ostrava,25,Ž,Plný,+420 627 974 522
218,Nikola,Čechová,nikola.cechova@datacorp.cz,Marketing,Brand Manager,2022-06-12,,3,SŠ,Brno,37,Ž,Plný,+420 760 822 616
881,Filip,Čermák,filip.cermak@datacorp.cz,Podpora,Support Team Lead,2023-10-03,42000.0,4,VŠ Mgr.,Hradec Králové,22,M,Plný,+420 603 668 279
262,Karel,Kučera,karel.kucera@datacorp.cz,Mktg,Content Manager,24.03.2023,57500.0,3,SŠ,Hradec Králové,27,M,Plný,+420 736 739 296
370,Kristýna,Čermáková,kristyna.cermakova@datacorp.cz,Obchod,Business Development,2022-11-02,64500.0,4,VŠ PhD.,České Budějovice,34,Ž,Plný,+420 625 412 535
600,Klára,Černá,klara.cerna@datacorp.cz,HR,HR Manager,2021-11-29,53000.0,3,VŠ Mgr.,Praha,29,Ž,Plný,+420 754 179 955
905,Dominik,Urban,dominik.urban@datacorp.cz,Podpora,Technická podpora,2023-10-05,47000.0,2,VŠ Mgr.,Praha,32,M,Plný,+420 751 108 543
985,Jan,Veselý,jan.vesely@datacorp.cz,Podpora,Technická podpora,2023-06-06,50000.0,3,VŠ Mgr.,Zlín,31,M,Plný,+420 700 631 559
278,Tomáš,Konečný,tomas.konecny@datacorp.cz,marketing,Content Manager,2023-09-15,61500.0,3,VŠ Mgr.,Brno,28,M,Plný,+420 770 151 804
757,Petra,Fialová,petra.fialova@datacorp.cz,Finance,Auditor,2020-11-12,84000.0,3,VŠ Mgr.,Liberec,39,Ž,Plný,
404,Karel,Urban,karel.urban@datacorp.cz,Obchod,Sales Manager,2019-12-19,71500.0,4,VŠ Mgr.,Brno,29,M,Plný,+420 768 271 376
709,Veronika,Procházková,veronika.prochazkova@datacorp.cz,Finance,Controller,2021-05-16,65000.0,4,VŠ PhD.,Praha,31,Ž,Plný,+420 767 121 469
1011,Simona,Křížová,simona.krizova@datacorp.cz,Podpora,Help Desk Specialist,2022-07-04,39500.0,4,SŠ,Praha,29,Ž,Plný,+420 692 668 606
689,Martin,Konečný,martin.konecny@datacorp.cz,Finance,Finanční analytik,2022-04-11,81000.0,4,VŠ Mgr.,Zlín,35,M,Plný,+420 606 875 629
87,Klára ,Veselá,klara.vesela@datacorp.cz,Vývoj,Data Engineer,2023-06-04,51500.0,3,SŠ,Pardubice,28,Ž,Plný,+420 612 818 216
915,Daniel,Doležal,daniel.dolezal@datacorp.cz,Podpora,Zákaznická podpora,2025-04-26,44500.0,2,VŠ Mgr.,Brno,34,M,Plný,+420 752 573 885
962,Barbora,Svobodová,barbora.svobodova@datacorp.cz,Podpora,Technická podpora,2023-04-22,52500.0,4,VŠ Mgr.,Praha,31,Ž,Plný,+420 742 950 752
316,Jan,Růžička,jan.ruzicka@datacorp.cz,Marketing,Content Manager,2021-04-27,49000.0,3,VŠ Mgr.,Brno,32,M,Plný,+420 628 838 480
548,Jan,Fiala,jan.fiala@datacorp.cz,HR,HR Specialist,2021-09-02,52000.0,4,VŠ Bc.,Brno,37,M,Plný,+420 639 464 500
137,Dominik,Beneš,dominik.benes@datacorp.cz,Vývoj,DevOps Engineer,2019-04-07,48500.0,4,SŠ,Ostrava,37,M,Plný,681 787 596
889,Martin,Procházka,martin.prochazka@datacorp.cz,Podpora,Technická podpora,2023-05-26,38000.0,2,VŠ Bc.,Praha,31,M,DPP,+420 707 947 413
663,Filip,Čech,filip.cech@datacorp.cz,Finance,Controller,2017-12-29,,4,VŠ Mgr.,Olomouc,37,M,Plný,+420 755 561 142
843,Matěj,Zeman,matej.zeman@datacorp.cz,Podpora,Zákaznická podpora,20.07.2023,31500.0,3,SŠ,Praha,28,M,Plný,
486,Petr,Růžička,petr.ruzicka@datacorp.cz,Obchod,Sales Manager,2019-03-04,66500.0,4,VŠ PhD.,Plzeň,37,M,Plný,+420 657 324 293
842,Petr,Horák,petr.horak@datacorp.cz,Podpora,Help Desk Specialist,2023-06-04,,3,SŠ,Brno,33,M,Plný,+420 672 927 223
170,Lucie,Svobodová,lucie.svobodova@datacorp.cz,Vývoj,Tech Lead,2022-08-01,63500.0,3,VŠ Mgr.,Praha,23,Ž,Částečný,+420 706 116 373
411,Tereza,Kopecká,tereza.kopecka@datacorp.cz,Obchod,Account Manager,2023-08-29,27000.0,3,SŠ,Praha,31,Ž,Plný,+420 621 505 240
458,Jakub,Navrátil,jakub.navratil@datacorp.cz,Obchod,Sales Manager,22.09.2019,72000.0,5,VŠ Mgr.,České Budějovice,30,M,Plný,+420 798 331 724
140,Marek,Kučera,marek.kucera@datacorp.cz,Vývoj,Data Engineer,2019-11-17,82000.0,3,VŠ Mgr.,Hradec Králové,35,M,Plný,+420 792 348 407
977,Adam,Kučera,adam.kucera@datacorp.cz,Podpora,Zákaznická podpora,2024-11-18,34500.0,3,SŠ,Pardubice,22,M,Plný,+420 714 136 748
678,Karel,Fiala,karel.fiala@datacorp.cz,Finance,Auditor,2024-08-12,66000.0,3,VŠ Mgr.,České Budějovice,23,M,Plný,+420 699 697 436
871,Marek,Fiala,marek.fiala@datacorp.cz,Podpora,Support Team Lead,19.06.2022,57500.0,3,VŠ Mgr.,Praha,32,M,Plný,+420 614 865 559
966,Tomáš,Beneš,tomas.benes@datacorp.cz,Podpora,Help Desk Specialist,2022-05-02,48000.0,4,SŠ,Praha,33,M,Plný,+420 755 314 871
996,Lucie,Horáková,lucie.horakova@datacorp.cz,Podpora,Zákaznická podpora,2025-04-26,37000.0,4,VŠ Mgr.,Praha,36,Ž,Plný,+420 701 781 830
543,Martin,Pospíšil,martin.pospisil@datacorp.cz,HR,Recruiter,2022-09-14,51000.0,4,SŠ,Praha,31,M,Částečný,+420 630 720 105
55,Marie,Pospíšilová,marie.pospisilova@datacorp.cz,Vývoj,Software Developer,2020-12-13,62500.0,4,VŠ Mgr.,Brno,25,Ž,Plný,+420 609 191 659
121,Jan,Pospíšil,jan.pospisil@datacorp.cz,Vývoj,Data Engineer,20.10.2016,86500.0,4,VŠ Mgr.,Brno,36,M,Plný,+420 787 920 205
540,Simona,Horáková,simona.horakova@datacorp.cz,HR,HR Specialist,2023-04-08,40000.0,5,VŠ Bc.,Plzeň,26,Ž,Plný,648 953 581
25,Filip,Malý,filip.maly@datacorp.cz,Vývoj,Software Developer,15.01.2019,92500.0,4,VŠ PhD.,Praha,34,M,Plný,+420 795 621 801
72,Eva,Doležalová,tomas.novak@datacorp.cz,Vývoj,DevOps Engineer,2019-04-21,67500.0,4,VŠ Mgr.,Olomouc,37,Ž,Plný,+420 752 610 340
44,Jakub,Marek,jakub.marek@datacorp.cz,Vývoj,Tech Lead,2023-02-14,78000.0,4,VŠ PhD.,Praha,31,M,Plný,+420 613 768 912
280,Marek,Navrátil,marek.navratil@datacorp.cz,Marketing,SEO Specialist,2019-05-27,67000.0,5,VŠ Mgr.,Praha,35,M,Plný,724943783
673,Petra,Vaňková,petra.vankova@datacorp.cz,Finance,Auditor,2018-10-06,66500.0,4,VŠ Mgr.,Praha,34,Ž,Plný,+420 699 557 613
388,Tomáš,Kopecký,tomas.kopecky@datacorp.cz,Obchod,Obchodní zástupce,2020-06-26,78500.0,3,SŠ,České Budějovice,30,M,Plný,+420 649 688 144
303,Lukáš,Dvořák,lukas.dvorak@datacorp.cz,Marketing,Content Manager,2022-02-25,50500.0,4,SŠ,Brno,32,M,Plný,+420 764 261 601
858,Dominik,Beneš,dominik.benes@datacorp.cz,Podpora,Zákaznická podpora,2023-08-09,29500.0,4,SŠ,Pardubice,23,M,Plný,+420 709 863 518
201,Klára,Němcová,klara.nemcova@datacorp.cz,Marketing,Content Manager,2020-07-29,66000.0,3,VŠ Mgr.,Praha,28,Ž,Plný,+420 745 909 104
250,Josef,Navrátil,josef.navratil@datacorp.cz,Marketing,Marketingový specialista,2022-10-14,70000.0,4,VŠ Bc.,Hradec Králové,28,M,Plný,708494782
362,David,Dvořák,david.dvorak@datacorp.cz,Obchod,Account Manager,2021-05-30,72000.0,3,VŠ Mgr.,Ostrava,26,M,Plný,+420 620 617 852
734,Petr,Beneš,petr.benes@datacorp.cz,Finance,Auditor,2023-12-19,60000.0,3,VŠ Mgr.,Praha,33,M,Plný,+420 727 732 626
661,Eva,Blažková,eva.blazkova@datacorp.cz,Finance,Finanční analytik,2021-02-27,64500.0,2,VŠ Bc.,Zlín,31,Ž,Plný,+420 617 197 114
622,Karel,Procházka,karel.prochazka@datacorp.cz,HR,Recruiter,2020-09-06,40500.0,4,VŠ Bc.,Plzeň,30,M,Plný,673135212
556,David,Kříž,david.kriz@datacorp.cz,HR,HR Specialist,2023-05-20,239863.0,5,SŠ,Praha,25,M,Plný,+420 669 872 241
859,Eva,Procházková,eva.prochazkova@datacorp.cz,Podpora,Support Team Lead,2024-09-20,40000.0,3,SŠ,Brno,26,Ž,Plný,+420 684 779 629
965,Matěj,Pokorný,matej.pokorny@datacorp.cz,Podpora,Zákaznická podpora,2025-02-25,38000.0,4,SŠ,Olomouc,32,M,DPP,709 509 909
793,Eva,Svobodová,eva.svobodova@datacorp.cz,Podpora,Help Desk Specialist,2023-04-15,36000.0,4,VŠ Bc.,Liberec,27,Ž,Plný,+420 699 637 978
762,Monika,Černá,monika.cerna@datacorp.cz,Finance,Finanční analytik,2019-03-22,73500.0,3,VŠ Mgr.,Praha,36,Ž,Plný,+420 649 111 680
494,Ondřej,Novotný,ondrej.novotny@datacorp.cz,Obchod,Sales Manager,2022-06-15,66500.0,3,VŠ Mgr.,Ostrava,28,M,Plný,720142507
60,Veronika,Marková,veronika.markova@datacorp.cz,Vývoj,Data Engineer,2020-06-16,85500.0,3,VŠ Mgr.,Praha,29,Ž,Plný,+420 635 239 412
501,Adam,Hájek,adam.hajek@datacorp.cz,Obchod,Sales Manager,2021-04-24,58000.0,4,VŠ Bc.,Praha,27,M,Plný,+420 620 902 326
485,Kateřina,Kolářová,katerina.kolarova@datacorp.cz,Obchod,Sales Manager,2020-04-21,69500.0,4,VŠ Mgr.,Pardubice,32,Ž,Plný,+420 757 508 191
612,Jakub,Čech,jakub.cech@datacorp.cz,HR,HR Manager,2023-01-01,48500.0,5,VŠ Mgr.,Pardubice,28,M,Plný,+420 654 944 544
457,Adam,Král,adam.kral@datacorp.cz,Obchod,Sales Manager,2021-10-15,58000.0,3,VŠ Mgr.,České Budějovice,30,M,Částečný,+420 706 382 615
