employee_id,datum_zmeny,plat_pred,plat_po,duvod
389,2025-04-01,76095.0,80944.0,raise
213,2024-10-04,34121.0,40325.0,promotion
894,2024-05-02,28359.0,33849.0,promotion
222,2024-02-05,36258.0,43109.0,correction
699,2019-05-14,64800.0,69118.0,raise
837,2023-01-20,22187.0,28696.0,raise
935,2023-02-19,40776.0,47057.0,raise
339,2021-11-26,37135.0,41243.0,raise
487,2023-02-11,49172.0,53076.0,raise
957,2026-07-25,37360.0,42356.0,raise
186,2026-05-28,59796.0,65708.0,raise
701,2024-11-09,58742.0,64678.0,raise
275,2024-11-14,39261.0,45537.0,correction
767,2025-01-14,20787.0,24963.0,correction
53,2025-01-20,50730.0,58061.0,raise
334,2023-06-16,42295.0,46638.0,raise
61,2023-06-07,79267.0,81434.0,raise
958,2027-10-15,30069.0,34128.0,raise
287,2025-11-25,35820.0,39537.0,raise
927,2023-08-06,43683.0,50269.0,promotion
11,2023-03-21,57264.0,63624.0,raise
662,2024-04-27,54572.0,61734.0,raise
336,2023-10-17,49852.0,53730.0,raise
239,2026-01-13,35440.0,37497.0,raise
289,2028-11-13,45073.0,47084.0,promotion
731,2018-08-16,51608.0,55815.0,raise
571,2024-04-27,60905.0,64920.0,promotion
343,2023-05-17,61442.0,67710.0,raise
577,2026-06-23,27027.0,34212.0,promotion
845,2026-11-16,23214.0,26755.0,raise
683,2024-11-25,61628.0,65656.0,raise
352,2020-01-14,60364.0,66956.0,raise
849,2023-03-08,22447.0,27834.0,raise
686,2022-12-21,73258.0,81018.0,raise
83,2023-03-14,54624.0,61944.0,raise
630,2026-11-06,32806.0,35470.0,raise
430,2022-01-04,51366.0,54204.0,promotion
492,2020-03-22,39552.0,42254.0,promotion
626,2023-08-14,32744.0,36833.0,raise
57,2026-11-29,53066.0,55363.0,raise
130,2021-07-03,58055.0,60925.0,raise
21,2029-10-19,50413.0,56923.0,promotion
635,2025-07-14,59532.0,65392.0,correction
575,2021-07-01,28129.0,31991.0,raise
402,2026-01-06,43220.0,45403.0,raise
158,2027-11-14,62023.0,65109.0,raise
853,2027-06-20,17280.0,20395.0,promotion
135,2022-05-01,42533.0,49660.0,promotion
730,2019-07-29,62277.0,70199.0,promotion
845,2027-06-06,26755.0,33278.0,promotion
461,2025-04-07,55130.0,61218.0,raise
486,2020-01-17,51928.0,55769.0,promotion
447,2018-09-28,35764.0,40698.0,promotion
599,2022-03-19,49378.0,52459.0,raise
615,2023-04-20,22780.0,29898.0,promotion
987,2026-02-21,-415.0,2840.0,raise
245,2023-10-22,31763.0,35048.0,raise
192,2023-11-24,45899.0,52349.0,raise
539,2022-12-22,61970.0,68675.0,raise
50,2023-07-25,62733.0,68817.0,promotion
814,2025-05-21,-2948.0,521.0,raise
210,2021-04-09,23594.0,25871.0,raise
976,2025-01-02,16364.0,19158.0,raise
652,2019-03-12,47584.0,53063.0,promotion
220,2022-07-12,31235.0,35069.0,raise
278,2025-11-04,52750.0,57878.0,raise
862,2024-02-16,35171.0,40108.0,raise
87,2025-12-30,34360.0,41449.0,raise
891,2026-03-12,19434.0,27076.0,promotion
264,2025-06-17,42628.0,45718.0,promotion
266,2023-03-25,36845.0,38931.0,raise
875,2024-12-05,38729.0,42313.0,raise
584,2023-04-23,23252.0,30465.0,correction
780,2023-02-21,26105.0,28561.0,promotion
610,2025-03-29,28235.0,34581.0,raise
632,2023-08-30,43126.0,45944.0,raise
829,2024-10-29,28013.0,30760.0,raise
781,2024-10-09,17953.0,20037.0,raise
334,2022-10-16,38376.0,42295.0,raise
694,2019-07-18,42541.0,49508.0,correction
913,2024-04-13,21549.0,24907.0,raise
816,2024-01-06,30453.0,35633.0,raise
170,2026-12-27,52969.0,60273.0,raise
41,2024-12-11,74720.0,79072.0,raise
729,2020-11-14,43650.0,46701.0,raise
924,2025-07-13,22849.0,28552.0,correction
502,2026-05-22,43300.0,49945.0,correction
196,2028-11-04,55709.0,63070.0,correction
287,2028-06-30,39537.0,44482.0,raise
894,2023-09-01,17737.0,24465.0,promotion
188,2020-01-17,71952.0,78808.0,raise
157,2024-03-05,65177.0,70978.0,raise
716,2020-09-03,55294.0,58006.0,promotion
303,2025-12-22,43163.0,46852.0,raise
204,2023-10-29,57444.0,60324.0,raise
728,2018-10-21,39329.0,41551.0,acquisition_harmonization
409,2025-07-02,50533.0,53552.0,raise
938,2029-04-01,28304.0,34690.0,raise
366,2019-08-25,65684.0,70269.0,raise
467,2026-10-02,77123.0,81134.0,acquisition_harmonization
804,2028-07-22,49961.0,56191.0,promotion
946,2023-09-27,43255.0,50888.0,acquisition_harmonization
965,2027-11-20,26293.0,30764.0,raise
17,2023-07-24,48386.0,51377.0,raise
315,2022-08-28,47746.0,52477.0,raise
165,2022-08-21,80646.0,82746.0,raise
143,2026-06-13,87669.0,89788.0,raise
105,2024-12-06,63162.0,71116.0,raise
590,2023-09-09,35876.0,38538.0,correction
375,2020-04-07,47059.0,49933.0,raise
331,2026-02-27,47748.0,53674.0,raise
915,2026-09-16,31232.0,38968.0,correction
305,2023-02-02,30679.0,34668.0,raise
964,2025-04-04,23162.0,30415.0,promotion
784,2026-08-10,18230.0,23775.0,raise
53,2023-09-26,42916.0,50730.0,raise
1010,2026-05-11,22691.0,28700.0,raise
347,2024-04-23,41617.0,44747.0,raise
256,2021-01-31,41635.0,44240.0,raise
232,2028-08-16,56469.0,61484.0,promotion
76,2020-02-28,70856.0,76924.0,promotion
291,2019-02-28,30715.0,33630.0,raise
42,2025-05-27,61590.0,65113.0,raise
204,2025-01-22,63275.0,68443.0,raise
299,2022-09-18,56495.0,60688.0,raise
600,2023-02-09,52366.0,56072.0,raise
754,2022-12-06,35981.0,38709.0,acquisition_harmonization
360,2023-11-07,40030.0,43344.0,raise
179,2023-10-21,77621.0,80453.0,raise
808,2028-02-03,40585.0,45023.0,promotion
625,2024-03-03,58524.0,64924.0,raise
222,2023-12-24,28894.0,36258.0,raise
699,2018-11-25,52357.0,59385.0,correction
608,2024-06-24,60422.0,63820.0,raise
594,2022-02-01,27378.0,30646.0,promotion
43,2028-04-19,87790.0,90841.0,raise
1014,2028-09-23,40606.0,43851.0,correction
861,2027-04-18,32691.0,36550.0,raise
117,2024-02-21,73854.0,81015.0,raise
419,2026-10-14,40669.0,47523.0,raise
279,2026-05-01,40475.0,47272.0,correction
129,2022-08-19,36348.0,38812.0,raise
1009,2025-01-04,16732.0,19542.0,promotion
817,2023-07-12,15621.0,23077.0,raise
395,2026-02-04,45757.0,48450.0,raise
766,2025-11-23,20153.0,23159.0,raise
140,2024-05-25,80652.0,86646.0,promotion
574,2022-05-23,32254.0,36600.0,raise
73,2021-10-20,46624.0,53793.0,raise
283,2024-07-01,11581.0,19504.0,correction
338,2024-06-30,53718.0,56512.0,raise
512,2025-01-15,56096.0,62210.0,raise
480,2021-09-15,47606.0,50851.0,raise
330,2023-03-31,36035.0,40651.0,raise
722,2024-06-24,80131.0,84622.0,raise
218,2024-11-03,41474.0,47870.0,raise
117,2025-09-15,81015.0,87424.0,raise
85,2021-08-23,84639.0,88840.0,acquisition_harmonization
80,2019-07-08,35315.0,38422.0,raise
354,2025-02-03,34172.0,39613.0,raise
460,2023-07-07,63056.0,68663.0,correction
891,2025-04-01,12318.0,19434.0,acquisition_harmonization
840,2026-02-03,27185.0,34991.0,raise
967,2024-09-10,23813.0,30228.0,raise
285,2024-04-16,73358.0,77479.0,acquisition_harmonization
783,2023-05-13,16671.0,21399.0,raise
601,2023-09-02,24624.0,31423.0,raise
90,2024-12-21,76037.0,83880.0,raise
386,2026-12-15,74613.0,77599.0,raise
23,2022-04-16,41723.0,48522.0,raise
774,2028-02-15,26951.0,33588.0,raise
532,2022-08-26,42518.0,49603.0,raise
113,2023-07-10,55543.0,58749.0,promotion
494,2026-09-15,56740.0,61143.0,raise
396,2027-01-03,58433.0,65902.0,raise
704,2024-01-03,38133.0,44032.0,correction
1014,2025-02-03,30292.0,36401.0,correction
591,2025-02-16,36732.0,42154.0,raise
177,2026-10-24,62949.0,65623.0,raise
193,2025-11-02,59886.0,67054.0,correction
339,2020-04-06,17051.0,24542.0,raise
586,2028-03-09,26992.0,33062.0,raise
558,2025-03-15,30037.0,34114.0,promotion
39,2021-04-22,62641.0,69532.0,raise
138,2028-04-13,89574.0,97302.0,promotion
791,2025-02-16,16905.0,21088.0,raise
276,2026-02-19,56126.0,62969.0,raise
675,2023-11-23,52134.0,55149.0,raise
351,2024-09-09,26623.0,32998.0,raise
847,2028-05-11,33895.0,40032.0,correction
545,2024-12-22,41472.0,44949.0,raise
580,2021-06-04,29856.0,32930.0,raise
865,2028-02-05,36527.0,39345.0,raise
654,2019-06-08,43357.0,47717.0,raise
10,2024-08-16,87140.0,92341.0,raise
59,2025-02-11,45954.0,51614.0,correction
372,2027-02-04,55311.0,62925.0,raise
799,2027-12-28,19188.0,25985.0,promotion
19,2027-04-09,94996.0,102994.0,raise
100,2023-10-21,57455.0,60210.0,raise
434,2025-11-10,48570.0,50662.0,raise
454,2024-02-06,47620.0,53584.0,raise
190,2021-12-05,51225.0,55307.0,raise
559,2026-06-15,45761.0,52912.0,raise
259,2024-04-18,-5192.0,1353.0,raise
959,2022-11-29,26379.0,33819.0,raise
620,2026-01-01,24352.0,31415.0,raise
55,2022-07-15,50497.0,57644.0,promotion
215,2025-09-27,30507.0,36046.0,raise
747,2023-04-30,36954.0,41126.0,raise
180,2026-11-11,88026.0,94628.0,raise
881,2025-08-02,30457.0,38060.0,raise
490,2023-12-04,40737.0,43837.0,promotion
83,2020-06-28,42591.0,50105.0,correction
48,2025-06-23,88849.0,91259.0,raise
482,2026-11-12,21760.0,25365.0,promotion
132,2024-10-22,49594.0,54729.0,raise
554,2023-09-21,45907.0,50374.0,raise
714,2027-01-25,48818.0,54161.0,acquisition_harmonization
749,2026-04-02,72354.0,79968.0,correction
435,2026-06-03,43902.0,46016.0,raise
967,2025-11-21,36258.0,42051.0,raise
604,2019-11-23,45220.0,52607.0,raise
699,2018-08-15,45735.0,52357.0,raise
888,2027-05-15,34627.0,40881.0,raise
629,2018-10-28,62910.0,65043.0,raise
992,2026-03-22,31601.0,35893.0,raise
55,2025-06-02,60241.0,62511.0,raise
382,2025-02-26,72210.0,77751.0,raise
874,2024-04-15,20266.0,25676.0,raise
10,2023-03-14,81968.0,87140.0,raise
395,2024-04-02,31678.0,38384.0,raise
551,2022-12-25,50418.0,53118.0,raise
911,2024-07-29,16100.0,21187.0,promotion
479,2021-10-07,64336.0,67200.0,correction
750,2020-01-17,49071.0,56274.0,promotion
927,2022-01-13,31135.0,37837.0,raise
160,2023-12-27,70177.0,77348.0,promotion
206,2024-04-24,52379.0,57142.0,raise
244,2023-02-25,38883.0,44705.0,raise
932,2025-01-05,23121.0,25833.0,promotion
915,2025-12-15,27710.0,31232.0,raise
280,2020-02-15,42587.0,45268.0,raise
602,2027-10-14,45477.0,51554.0,correction
670,2025-01-20,22482.0,26509.0,correction
852,2026-12-12,22383.0,26131.0,acquisition_harmonization
387,2027-10-05,61778.0,63921.0,promotion
384,2022-08-23,33744.0,39151.0,raise
489,2029-06-02,40401.0,44318.0,correction
288,2024-07-21,21568.0,28776.0,raise
695,2026-12-06,35177.0,41132.0,raise
23,2025-01-03,62829.0,67677.0,raise
727,2028-10-12,66445.0,71680.0,raise
84,2024-04-04,62936.0,65489.0,raise
350,2023-06-15,66276.0,68933.0,promotion
531,2023-12-26,39376.0,44359.0,promotion
136,2028-10-25,82141.0,86016.0,raise
406,2024-06-16,52001.0,56720.0,acquisition_harmonization
605,2025-11-01,31310.0,39282.0,promotion
681,2020-12-21,66244.0,68472.0,raise
561,2026-09-27,40893.0,44700.0,promotion
296,2025-01-22,21258.0,24669.0,raise
665,2027-10-01,53810.0,61014.0,raise
864,2027-03-14,31949.0,38301.0,raise
180,2025-05-14,77519.0,84369.0,correction
152,2025-07-06,87607.0,92931.0,raise
344,2026-10-06,54252.0,58019.0,raise
410,2023-12-11,51177.0,55304.0,raise
846,2024-09-11,23825.0,28328.0,raise
748,2021-08-29,51021.0,58677.0,promotion
1012,2023-10-29,17415.0,20329.0,raise
126,2021-07-21,62170.0,64553.0,raise
737,2020-03-04,46505.0,49567.0,raise
318,2027-09-29,35008.0,42942.0,raise
1002,2024-09-08,20079.0,24442.0,raise
74,2025-06-10,64916.0,67072.0,raise
125,2026-05-14,51919.0,57112.0,raise
167,2024-07-30,57350.0,64617.0,promotion
557,2024-03-28,47727.0,52273.0,raise
386,2025-11-06,70896.0,74613.0,raise
986,2028-11-15,26602.0,28693.0,raise
520,2027-06-16,51540.0,59303.0,acquisition_harmonization
419,2027-08-29,47523.0,51761.0,raise
553,2027-06-28,54283.0,60340.0,correction
70,2021-12-07,59451.0,67087.0,raise
913,2026-06-06,24907.0,30762.0,raise
431,2026-03-23,74066.0,79790.0,raise
976,2026-10-08,19158.0,26339.0,raise
237,2023-01-08,55083.0,61941.0,raise
709,2022-10-27,62811.0,66037.0,raise
254,2025-11-30,42734.0,47813.0,promotion
819,2027-05-31,39975.0,44833.0,promotion
671,2020-02-12,47845.0,53469.0,raise
51,2025-04-16,80204.0,86434.0,acquisition_harmonization
859,2027-12-14,29837.0,33528.0,acquisition_harmonization
62,2019-02-19,74242.0,76265.0,promotion
46,2026-05-03,82957.0,90271.0,raise
500,2025-10-01,40810.0,45885.0,raise
880,2025-08-09,36517.0,43827.0,raise
321,2025-03-25,26931.0,32803.0,promotion
435,2024-01-29,38151.0,40679.0,raise
737,2020-01-27,41576.0,46505.0,raise
630,2026-11-10,35470.0,42487.0,raise
31,2025-09-19,23452.0,30884.0,raise
130,2024-06-22,65242.0,70999.0,correction
392,2024-05-07,79173.0,85509.0,raise
229,2024-08-15,43252.0,48630.0,correction
70,2024-02-04,67087.0,73755.0,raise
291,2023-08-01,47305.0,53756.0,raise
408,2024-05-15,24196.0,31748.0,raise
999,2024-08-09,33539.0,40389.0,raise
784,2027-04-05,23775.0,31477.0,raise
621,2023-03-27,26301.0,28341.0,raise
720,2026-01-18,65677.0,68666.0,promotion
642,2020-08-10,47880.0,51584.0,raise
538,2026-03-30,35067.0,40914.0,raise
15,2022-03-24,57626.0,65433.0,raise
15,2024-08-27,65433.0,73383.0,raise
155,2023-06-15,57923.0,64587.0,raise
95,2024-01-09,68835.0,72703.0,raise
665,2028-04-17,61014.0,67264.0,raise
1004,2025-11-23,39667.0,42216.0,acquisition_harmonization
76,2022-06-12,87488.0,93554.0,promotion
954,2023-01-20,32659.0,37851.0,raise
797,2022-03-25,27818.0,35690.0,raise
292,2024-07-02,32424.0,37352.0,promotion
740,2021-05-07,64032.0,67088.0,raise
255,2019-08-19,39631.0,43283.0,promotion
315,2021-08-26,34335.0,39475.0,raise
19,2022-08-10,70015.0,73788.0,acquisition_harmonization
835,2026-12-31,34078.0,38720.0,acquisition_harmonization
867,2028-03-03,21573.0,24679.0,raise
128,2021-08-06,61861.0,67556.0,promotion
979,2024-12-01,12633.0,18723.0,raise
155,2024-12-10,75178.0,79138.0,raise
940,2028-10-21,30304.0,32833.0,raise
588,2021-09-16,34499.0,39196.0,raise
994,2022-10-28,18456.0,21278.0,raise
157,2021-06-25,47528.0,50905.0,promotion
739,2027-09-09,49433.0,53587.0,promotion
369,2023-02-27,31302.0,34962.0,raise
88,2023-06-15,79146.0,83841.0,promotion
582,2026-09-16,42273.0,45660.0,raise
523,2020-10-03,64207.0,70286.0,raise
479,2021-07-04,57239.0,64336.0,raise
318,2027-03-18,27280.0,35008.0,promotion
123,2020-10-29,76750.0,84625.0,promotion
913,2027-05-08,32933.0,38771.0,correction
660,2023-03-29,55306.0,58852.0,raise
238,2024-03-29,45939.0,52061.0,raise
406,2023-03-20,32627.0,39102.0,raise
897,2026-02-02,19808.0,24931.0,raise
137,2019-10-22,31765.0,36716.0,correction
493,2023-04-24,31515.0,35026.0,raise
339,2020-06-07,24542.0,31700.0,raise
325,2024-08-18,49154.0,55273.0,raise
339,2021-08-31,31700.0,37135.0,raise
105,2025-11-25,77049.0,80788.0,raise
885,2025-08-17,42436.0,46455.0,raise
240,2025-06-09,37255.0,39471.0,promotion
54,2023-11-22,49803.0,55118.0,acquisition_harmonization
400,2023-08-22,58417.0,61527.0,promotion
804,2025-05-02,38688.0,45118.0,raise
861,2024-08-25,4564.0,9441.0,raise
920,2024-03-11,13345.0,17917.0,raise
509,2022-12-03,47931.0,52517.0,correction
814,2027-06-14,22235.0,25211.0,raise
407,2029-01-03,51706.0,54342.0,raise
465,2020-04-19,65382.0,73289.0,raise
150,2029-05-24,47164.0,51447.0,raise
100,2027-09-11,68712.0,72970.0,raise
70,2025-05-03,73755.0,76910.0,raise
184,2026-05-09,59596.0,62625.0,raise
497,2022-02-13,16120.0,19033.0,raise
519,2023-07-24,40014.0,43491.0,raise
973,2025-06-30,19995.0,22054.0,promotion
282,2027-02-06,47052.0,54707.0,raise
982,2026-08-22,26178.0,29787.0,promotion
892,2024-10-23,17366.0,21002.0,promotion
559,2023-07-01,21395.0,25808.0,raise
1006,2025-08-25,23136.0,26075.0,promotion
820,2024-01-11,25748.0,32975.0,correction
705,2023-06-23,36452.0,44182.0,promotion
388,2024-12-05,71001.0,77003.0,promotion
900,2025-07-09,22243.0,28425.0,raise
217,2026-10-11,35041.0,42761.0,promotion
164,2022-08-02,73268.0,75777.0,raise
45,2023-07-15,36397.0,42007.0,raise
616,2021-02-17,46095.0,53721.0,raise
368,2021-11-12,42486.0,46254.0,promotion
331,2025-04-21,37560.0,39928.0,raise
389,2024-02-24,66506.0,73866.0,raise
639,2020-07-31,80358.0,84010.0,raise
74,2023-01-27,58287.0,64916.0,raise
913,2026-07-15,30762.0,32933.0,raise
125,2026-03-24,43934.0,51919.0,raise
98,2025-12-17,74668.0,82139.0,promotion
793,2025-11-04,20657.0,25974.0,raise
786,2026-06-07,26603.0,34436.0,raise
518,2023-02-17,83263.0,90457.0,promotion
219,2026-10-26,60620.0,63340.0,raise
368,2025-01-03,56882.0,62985.0,raise
533,2025-11-14,42435.0,45037.0,raise
745,2023-04-06,35201.0,40470.0,raise
682,2016-09-08,47755.0,51248.0,raise
949,2027-05-28,32569.0,34571.0,raise
52,2024-08-16,65045.0,67794.0,raise
861,2026-11-17,18607.0,24931.0,raise
355,2029-10-25,40348.0,45286.0,raise
317,2026-09-02,60137.0,62419.0,raise
675,2023-08-21,46632.0,52134.0,raise
51,2024-08-14,76550.0,80204.0,raise
771,2028-04-14,49894.0,52220.0,correction
95,2022-11-29,64037.0,68835.0,promotion
594,2024-03-29,32751.0,39972.0,raise
122,2024-06-30,67677.0,74728.0,raise
445,2025-09-19,81729.0,85114.0,correction
583,2023-05-30,41851.0,44679.0,raise
911,2023-02-01,8243.0,12934.0,correction
326,2022-10-23,74117.0,77793.0,raise
135,2022-07-24,49660.0,51970.0,raise
538,2024-01-29,29195.0,35067.0,raise
153,2021-07-27,65134.0,71312.0,acquisition_harmonization
621,2024-12-02,31430.0,34844.0,promotion
482,2028-01-28,31093.0,33381.0,raise
784,2025-04-25,5155.0,11019.0,raise
455,2025-02-21,66949.0,71126.0,raise
671,2023-11-26,64290.0,67886.0,raise
92,2025-10-04,78807.0,86637.0,raise
269,2019-10-17,34742.0,41898.0,correction
428,2023-10-15,45022.0,50123.0,raise
661,2025-06-30,56893.0,59473.0,raise
963,2027-07-19,32989.0,36611.0,raise
609,2023-08-10,34100.0,38288.0,raise
19,2025-03-29,80364.0,87787.0,raise
806,2027-03-01,34565.0,38029.0,correction
969,2025-08-24,43541.0,50575.0,raise
73,2023-10-28,63305.0,66824.0,raise
691,2026-03-06,51261.0,58982.0,raise
703,2023-04-04,64819.0,69925.0,raise
965,2027-12-14,30764.0,34181.0,raise
400,2022-12-22,54056.0,58417.0,raise
65,2024-08-24,58875.0,66537.0,raise
725,2026-09-28,68634.0,76008.0,promotion
694,2022-01-23,49508.0,52685.0,raise
26,2025-04-06,34270.0,37548.0,raise
201,2023-03-08,57298.0,63261.0,raise
994,2024-12-18,21278.0,28633.0,raise
300,2022-01-27,27110.0,31225.0,raise
516,2023-05-10,38969.0,44893.0,correction
528,2029-07-19,53540.0,58517.0,raise
456,2026-11-23,59688.0,62113.0,raise
866,2027-02-08,41754.0,44792.0,raise
916,2024-09-01,16422.0,22981.0,raise
508,2028-10-23,10360.0,14982.0,raise
447,2022-09-12,65830.0,69301.0,raise
351,2027-12-25,40555.0,47318.0,raise
678,2025-05-28,63357.0,67183.0,acquisition_harmonization
426,2027-01-12,42038.0,44310.0,raise
587,2028-02-26,43338.0,50720.0,raise
81,2024-12-27,69167.0,76533.0,correction
78,2024-11-28,66844.0,70092.0,raise
220,2022-04-24,27565.0,31235.0,correction
871,2025-03-31,37622.0,44332.0,raise
871,2025-07-03,44332.0,49374.0,raise
229,2024-09-10,48630.0,51859.0,raise
119,2026-07-16,35401.0,37802.0,raise
757,2022-08-17,76179.0,81536.0,raise
141,2028-07-26,71440.0,75346.0,promotion
1001,2023-10-20,39574.0,45663.0,raise
241,2025-11-24,57388.0,61265.0,promotion
535,2025-11-28,32331.0,34516.0,promotion
605,2023-11-04,21431.0,25040.0,raise
155,2023-04-02,48160.0,50782.0,raise
156,2025-05-10,65083.0,70852.0,raise
860,2025-04-20,33400.0,36468.0,raise
126,2021-03-06,54922.0,62170.0,raise
413,2021-06-12,47415.0,54884.0,promotion
64,2023-06-23,54457.0,56824.0,raise
925,2024-08-11,26432.0,29727.0,raise
837,2027-07-17,45646.0,52970.0,correction
873,2027-11-10,33713.0,36750.0,raise
967,2025-11-24,42051.0,47734.0,correction
278,2025-05-26,46384.0,52750.0,promotion
853,2026-03-22,-937.0,6740.0,raise
782,2024-11-06,16903.0,21121.0,correction
911,2026-10-01,24103.0,28280.0,raise
564,2025-03-20,44644.0,48379.0,correction
219,2022-05-18,50523.0,54288.0,raise
732,2027-09-01,66201.0,69067.0,raise
399,2023-10-24,69681.0,77174.0,promotion
668,2025-05-14,71046.0,74843.0,acquisition_harmonization
398,2024-11-24,42174.0,47016.0,promotion
305,2025-02-15,34668.0,38356.0,raise
526,2028-02-01,41287.0,46109.0,raise
161,2023-11-13,52165.0,56223.0,raise
581,2022-06-18,47557.0,50409.0,raise
0,2021-11-23,42972.0,50575.0,raise
247,2027-03-07,50212.0,58189.0,promotion
975,2027-03-08,27659.0,31426.0,promotion
190,2025-07-29,62181.0,67521.0,raise
419,2023-10-31,26471.0,29369.0,promotion
515,2025-12-19,51991.0,55046.0,promotion
72,2021-12-14,46052.0,49444.0,acquisition_harmonization
693,2019-09-18,61166.0,68245.0,promotion
721,2024-09-26,42645.0,47411.0,raise
611,2022-07-31,48018.0,55869.0,correction
444,2027-03-11,67624.0,74838.0,raise
