employee_id,datum_zmeny,plat_pred,plat_po,duvod
493,02/12/2024,35026.0,38442.0,raise
818,2022-10-16,31900.0,36460.0,raise
115,2022-02-23,34690.0,37805.0,raise
787,2025-07-07,30998.0,36508.0,promotion
636,29.05.2022,64000.0,69650.0,raise
759,08/26/2021,51220.0,53999.0,correction
488,2025-03-18,55206.0,59565.0,raise
818,07/25/2023,36460.0,41475.0,raise
225,03/02/2026,53992.0,61004.0,raise
843,2024-05-10,19400.0,26685.0,raise
449,2022-08-14,53749.0,57016.0,raise
151,10.03.2023,71662.0,79240.0,raise
617,2023-02-11,43812.0,47136.0,raise
761,09.07.2022,54682.0,62087.0,promotion
102,15.11.2025,77268.0,83583.0,promotion
588,14.08.2023,51150.0,56371.0,correction
301,01.02.2022,23554.0,26640.0,promotion
766,2025-07-09,23159.0,29213.0,raise
334,29.05.2024,46638.0,52367.0,raise
979,07/16/2024,10092.0,12633.0,raise
109,02.04.2025,33116.0,38528.0,raise
504,2026-01-10,84013.0,88309.0,correction
670,28.02.2025,26509.0,33222.0,raise
112,25.11.2022,45686.0,51303.0,raise
685,09/02/2025,57088.0,62753.0,correction
581,2023-05-21,52467.0,58474.0,promotion
298,2025-05-15,46482.0,54077.0,acquisition_harmonization
821,06.06.2023,30334.0,33247.0,raise
93,2021-03-28,84228.0,91071.0,promotion
67,25.07.2025,60872.0,68302.0,raise
303,2022-12-31,35732.0,39174.0,correction
17,07.11.2023,51377.0,57381.0,raise
115,2025-01-11,47928.0,"55 721,00",raise
10,2021-07-02,66657.0,73665.0,raise
302,2024-07-19,17205.0,24336.0,raise
873,2025-06-29,15347.0,21197.0,raise
468,01/12/2024,49984.0,"57 448,00",raise
509,2021-01-04,35968.0,40336.0,correction
960,31.07.2024,35714.0,42963.0,promotion
810,2025-02-11,17130.0,21918.0,raise
741,2025-02-09,29045.0,35997.0,raise
726,03.03.2025,73973.0,80904.0,raise
92,04.02.2024,65187.0,72098.0,correction
734,2026-03-08,49595.0,57136.0,raise
437,02/27/2025,20668.0,"23 839,00",raise
559,04/17/2024,33084.0,38564.0,raise
973,03.08.2025,22054.0,28954.0,correction
265,10/19/2021,52911.0,55288.0,raise
1002,2023-06-08,17572.0,20079.0,raise
426,15.08.2025,44310.0,51244.0,raise
966,2025-08-07,38885.0,45206.0,correction
37,07/20/2025,87106.0,90687.0,promotion
558,2024-03-12,27943.0,30037.0,raise
389,2024-11-18,76095.0,80944.0,raise
213,29.02.2024,34121.0,40325.0,promotion
894,2023-11-24,28359.0,33849.0,promotion
222,2023-10-03,36258.0,43109.0,correction
699,2020-04-07,64800.0,69118.0,raise
837,2023,22187.0,28696.0,raise
935,2023-01-04,40776.0,47057.0,raise
339,2022-04-21,37135.0,41243.0,raise
487,2023-04-27,49172.0,53076.0,raise
957,2025-03-05,37360.0,42356.0,raise
186,15.10.2025,59796.0,65708.0,raise
701,2024,58742.0,64678.0,raise
275,2024-03-27,39261.0,45537.0,correction
767,05.05.2024,20787.0,24963.0,correction
53,28.04.2025,50730.0,58061.0,raise
334,2023-03-25,42295.0,46638.0,raise
61,2023-10-07,79267.0,81434.0,raise
958,2025-09-03,30069.0,34128.0,raise
287,04/24/2025,35820.0,39537.0,raise
927,12.06.2023,43683.0,50269.0,promotion
11,27.10.2025,57264.0,63624.0,raise
662,2024-07-28,54572.0,61734.0,raise
336,2023-08-19,49852.0,"53 730,00",raise
239,07.03.2025,35440.0,37497.0,raise
289,24.01.2026,45073.0,47084.0,promotion
731,2022-10-19,51608.0,"55 815,00",raise
571,2024-10-24,60905.0,64920.0,promotion
343,05/17/2023,61442.0,67710.0,raise
577,14.06.2025,27027.0,34212.0,promotion
845,02.07.2025,23214.0,26755.0,raise
683,2024-10-25,61628.0,65656.0,raise
352,2020-04-02,60364.0,"66 956,00",raise
849,22.01.2023,22447.0,"27 834,00",raise
686,14.09.2024,73258.0,81018.0,raise
83,2025-07-01,54624.0,61944.0,raise
630,25.08.2025,32806.0,35470.0,raise
430,05.09.2023,51366.0,54204.0,promotion
492,2020-05-29,39552.0,"42 254,00",promotion
626,2023-05-12,32744.0,36833.0,raise
57,08/24/2025,53066.0,57401,raise
130,21.07.2021,58055.0,"60 925,00",raise
21,2026-02-27,50413.0,56923.0,promotion
635,2024-11-19,59532.0,65392.0,correction
575,2021-07-01,28129.0,"31 991,00",raise
402,2024-11-25,43220.0,45403.0,raise
158,2025-10-23,62023.0,65109.0,raise
853,2025,17280.0,20395.0,promotion
135,2024-02-01,42533.0,49660.0,promotion
730,17.05.2023,62277.0,70199.0,promotion
845,07.11.2025,26755.0,33278.0,promotion
461,2024,55130.0,61218.0,raise
486,2020-05-19,51928.0,55769.0,promotion
447,2018-10-27,35764.0,40698.0,promotion
599,2022-05-08,49378.0,52459.0,raise
615,13.04.2023,22780.0,29898.0,promotion
987,13.01.2025,-415.0,2840.0,raise
245,2023-07-08,31763.0,35048.0,raise
192,09.08.2023,45899.0,52349.0,raise
539,2023-04-15,61970.0,68675.0,raise
50,2023-05-17,62733.0,68817.0,promotion
814,21.07.2024,-2948.0,521.0,raise
210,2021-04-10,23594.0,25871.0,raise
976,05/12/2024,16364.0,19158.0,raise
652,2019-08-26,47584.0,"53 063,00",promotion
220,11.07.2022,31235.0,35069.0,raise
278,25.10.2024,52750.0,57878.0,raise
862,2023-10-02,35171.0,40108.0,raise
87,2024-11-23,34360.0,41449.0,raise
891,28.12.2024,19434.0,27076.0,promotion
264,2025-08-13,42628.0,45718.0,promotion
266,2023-03-14,36845.0,38931.0,raise
875,22.09.2024,38729.0,42313.0,raise
584,2023-03-14,23252.0,30465.0,correction
780,26.12.2022,26105.0,28561.0,promotion
610,07/27/2024,28235.0,34581.0,raise
632,17.06.2023,43126.0,45944.0,raise
829,2024,28013.0,30760.0,raise
781,2024-05-21,17953.0,20037.0,raise
334,2022-09-11,38376.0,42295.0,raise
694,11/04/2019,42541.0,49508.0,correction
913,10.11.2023,21549.0,24907.0,raise
816,2023-12-16,30453.0,35633.0,raise
170,2025-10-25,52969.0,"60 273,00",raise
41,03.12.2024,74720.0,79072.0,raise
729,29.03.2021,43650.0,46701.0,raise
924,08.09.2024,22849.0,28552.0,correction
502,2025-02-24,43300.0,49945.0,correction
196,23.12.2025,55709.0,63070.0,correction
287,23.11.2025,39537.0,44482.0,raise
894,23.06.2023,17737.0,24465.0,promotion
188,28.01.2020,71952.0,78808.0,raise
157,2025-08-22,65177.0,70978.0,raise
716,2024-11-04,55294.0,58006.0,promotion
303,2025-04-15,43163.0,46852.0,raise
204,2023-12-06,57444.0,60324.0,raise
728,29.12.2018,39329.0,41551.0,acquisition_harmonization
409,2024-08-31,50533.0,53552.0,raise
938,02/19/2026,28304.0,34690.0,raise
366,2020-09-19,65684.0,70269.0,raise
467,12.04.2025,77123.0,81134.0,acquisition_harmonization
804,2026-03-28,49961.0,56191.0,promotion
946,2023-06-12,43255.0,50888.0,acquisition_harmonization
965,10/12/2025,26293.0,30764.0,raise
17,2023-05-19,48386.0,51377.0,raise
315,2022-08-08,47746.0,52477.0,raise
165,16.12.2024,80646.0,82746.0,raise
143,2025-12-19,87669.0,89788.0,raise
105,18.04.2024,63162.0,71116.0,raise
590,2023-06-06,35876.0,38538.0,correction
375,07/18/2020,47059.0,49933.0,raise
331,2025-04-30,47748.0,53674.0,raise
915,2025-08-16,31232.0,38968.0,correction
305,2023-01-13,30679.0,"34 668,00",raise
964,2024-11-02,23162.0,"30 415,00",promotion
784,2025-09-17,18230.0,23775.0,raise
53,02.12.2023,42916.0,50730.0,raise
1010,2025-01-27,22691.0,28700.0,raise
347,2024-12-27,41617.0,44747.0,raise
256,02/17/2021,41635.0,44240.0,raise
232,29.03.2026,56469.0,61484.0,promotion
76,2021-12-26,70856.0,76924.0,promotion
291,2019-03-02,30715.0,33630.0,raise
42,28.09.2024,61590.0,65113.0,raise
204,03/19/2025,63275.0,68443.0,raise
299,10/25/2022,56495.0,"60 688,00",raise
600,2022,52366.0,56072.0,raise
754,27.08.2024,35981.0,38709.0,acquisition_harmonization
360,2023-08-01,40030.0,43344.0,raise
179,2024-01-24,77621.0,80453.0,raise
808,2025-10-10,40585.0,45023.0,promotion
625,2025-03-23,58524.0,64924.0,raise
222,06.09.2023,28894.0,36258.0,raise
699,28.06.2019,52357.0,59385.0,correction
608,2023-12-28,60422.0,63820.0,raise
594,04/21/2022,27378.0,30646.0,promotion
43,2026-01-18,87790.0,90841.0,raise
1014,03/14/2026,40606.0,43851.0,correction
861,2026-03-18,32691.0,36550.0,raise
117,2024-02-09,73854.0,"81 015,00",raise
419,2025-05-27,40669.0,47523.0,raise
279,2025,40475.0,47272.0,correction
129,2022-09-24,36348.0,38812.0,raise
1009,2024-06-09,16732.0,19542.0,promotion
817,06.05.2023,15621.0,23077.0,raise
395,24.01.2026,45757.0,48450.0,raise
766,04.11.2024,20153.0,23159.0,raise
140,2025-08-21,80652.0,"86 646,00",promotion
574,2022-05-03,32254.0,36600.0,raise
73,03.11.2021,46624.0,53793.0,raise
283,2024-01-15,11581.0,"19 504,00",correction
338,2025-04-02,53718.0,56512.0,raise
512,2025-01-23,56096.0,62210.0,raise
480,2021-10-26,47606.0,50851.0,raise
330,2023-01-24,36035.0,40651.0,raise
722,30.07.2024,80131.0,84622.0,raise
218,2024-04-11,41474.0,47870.0,raise
117,2025,81015.0,87424.0,raise
85,2022-03-29,84639.0,88840.0,acquisition_harmonization
80,02.10.2019,35315.0,"38 422,00",raise
354,2024-12-17,34172.0,39613.0,raise
460,23.04.2023,63056.0,68663.0,correction
891,2024-07-07,12318.0,19434.0,acquisition_harmonization
840,12/10/2024,27185.0,34991.0,raise
967,2024-02-13,23813.0,30228.0,raise
285,2024-01-10,73358.0,77479.0,acquisition_harmonization
783,2023-03-20,16671.0,21399.0,raise
601,06/02/2023,24624.0,31423.0,raise
90,2025-06-05,76037.0,83880.0,raise
386,10/16/2025,74613.0,77599.0,raise
23,30.03.2022,41723.0,48522.0,raise
774,2026-02-06,26951.0,33588.0,raise
532,2022-08-10,42518.0,49603.0,raise
113,2024-07-09,55543.0,58749.0,promotion
494,07.09.2025,56740.0,"61 143,00",raise
396,14.08.2025,58433.0,65902.0,raise
704,2023-09-16,38133.0,44032.0,correction
1014,22.06.2024,30292.0,36401.0,correction
591,31.05.2024,36732.0,42154.0,raise
177,2025,62949.0,65623.0,raise
193,21.10.2024,59886.0,67054.0,correction
339,2020-04-13,17051.0,24542.0,raise
586,2025-10-27,26992.0,33062.0,raise
558,2024-06-16,30037.0,34114.0,promotion
39,04.06.2021,62641.0,69532.0,raise
138,21.03.2026,89574.0,97302.0,promotion
791,2024-08-28,16905.0,21088.0,raise
276,2025-03-21,56126.0,62969.0,raise
675,2024-01-09,52134.0,55149.0,raise
351,04.04.2024,26623.0,32998.0,raise
847,2026-01-29,33895.0,40032.0,correction
545,07/30/2024,41472.0,"44 949,00",raise
580,2021-06-08,29856.0,32930.0,raise
865,02.11.2025,36527.0,39345.0,raise
654,2019-07-20,43357.0,47717.0,raise
10,2024-08-10,87140.0,92341.0,raise
59,2024-05-21,45954.0,51614.0,correction
372,2025,55311.0,62925.0,raise
799,26.09.2025,19188.0,25985.0,promotion
19,28.02.2026,94996.0,102994.0,raise
100,20.07.2023,57455.0,60210.0,raise
434,2024-12-11,48570.0,50662.0,raise
454,17.09.2023,47620.0,"53 584,00",raise
190,2021-12-22,51225.0,55307.0,raise
559,2025-04-04,45761.0,"52 912,00",raise
259,2024-03-10,-5192.0,1353.0,raise
959,23.10.2022,26379.0,33819.0,raise
620,2024-12-30,24352.0,31415.0,raise
55,17.08.2022,50497.0,"57 644,00",promotion
215,12.10.2024,30507.0,36046.0,raise
747,2023-03-18,36954.0,41126.0,raise
180,05/02/2025,88026.0,94628.0,raise
881,2024-09-10,30457.0,38060.0,raise
490,2023-08-20,40737.0,43837.0,promotion
83,2021-05-20,42591.0,50105.0,correction
48,03/17/2026,88849.0,91259.0,raise
482,2025-08-26,21760.0,25365.0,promotion
132,2024-07-11,49594.0,54729.0,raise
554,17.03.2024,45907.0,50374.0,raise
714,06/16/2025,48818.0,54161.0,acquisition_harmonization
749,2026-03-14,72354.0,79968.0,correction
435,2025,43902.0,46016.0,raise
967,2024-11-25,36258.0,42051.0,raise
604,2020-01-13,45220.0,52607.0,raise
699,2019-01-08,45735.0,"52 357,00",raise
888,2025-09-27,34627.0,40881.0,raise
629,03/11/2019,62910.0,"65 043,00",raise
992,2025-01-08,31601.0,35893.0,raise
55,2025-09-08,60241.0,62511.0,raise
382,2024-08-13,72210.0,77751.0,raise
874,2024,20266.0,25676.0,raise
10,11.03.2023,81968.0,87140.0,raise
395,2024-03-25,31678.0,38384.0,raise
551,2023-02-16,50418.0,53118.0,raise
911,2024-01-16,16100.0,21187.0,promotion
479,2022-07-22,64336.0,67200.0,correction
750,05.02.2020,49071.0,56274.0,promotion
927,04.01.2022,31135.0,37837.0,raise
160,2024-01-01,70177.0,77348.0,promotion
206,16.06.2024,52379.0,57142.0,raise
244,29.12.2022,38883.0,44705.0,raise
932,2024-07-23,23121.0,"25 833,00",promotion
915,2025-06-30,27710.0,31232.0,raise
280,05/14/2020,42587.0,45268.0,raise
602,10/19/2025,45477.0,51554.0,correction
670,20.06.2024,22482.0,26509.0,correction
852,2025-05-06,22383.0,26131.0,acquisition_harmonization
387,24.09.2025,61778.0,"63 921,00",promotion
384,2022-07-31,33744.0,39151.0,raise
489,2026-02-16,40401.0,44318.0,correction
288,2024-07-20,21568.0,28776.0,raise
695,2025-05-29,35177.0,41132.0,raise
23,2024-09-21,62829.0,67677.0,raise
727,25.12.2025,66445.0,71680.0,raise
84,2023-12-19,62936.0,65489.0,raise
350,2023-06-22,66276.0,68933.0,promotion
531,2023-08-17,39376.0,44359.0,promotion
136,2025-12-27,82141.0,86016.0,raise
406,2023-12-23,52001.0,56720.0,acquisition_harmonization
605,07.11.2024,31310.0,"39 282,00",promotion
681,2022-12-16,66244.0,68472.0,raise
561,2025-09-03,40893.0,44700.0,promotion
296,2024-05-12,21258.0,24669.0,raise
665,2025-08-29,53810.0,61014.0,raise
864,27.07.2025,31949.0,38301.0,raise
180,2024-07-26,77519.0,84369.0,correction
104,2024-10-09,87607.0,92931.0,raise
344,2025-08-24,54252.0,58019.0,raise
410,15.11.2023,51177.0,55304.0,raise
846,2024-04-13,23825.0,28328.0,raise
748,01.01.2022,51021.0,58677.0,promotion
1012,11.09.2023,17415.0,20329.0,raise
126,2022-08-19,62170.0,64553.0,raise
737,2020-03-22,46505.0,49567.0,raise
318,09/13/2025,35008.0,42942.0,raise
1002,18.02.2024,20079.0,24442.0,raise
74,2024-10-03,64916.0,67072.0,raise
125,14.04.2025,51919.0,57112.0,raise
167,2024-02-23,57350.0,64617.0,promotion
557,2023-11-30,47727.0,52273.0,raise
386,26.12.2024,70896.0,74613.0,raise
986,12/31/2025,26602.0,28693.0,raise
520,2025-11-27,51540.0,59303.0,acquisition_harmonization
419,07.12.2025,47523.0,51761.0,raise
553,27.07.2025,54283.0,60340.0,correction
70,03.12.2021,59451.0,67087.0,raise
913,01.07.2025,24907.0,30762.0,raise
431,2026-03-22,74066.0,79790.0,raise
976,2025-04-21,19158.0,26339.0,raise
237,2022-11-28,55083.0,"61 941,00",raise
709,15.10.2022,62811.0,"66 037,00",raise
254,29.01.2025,42734.0,"47 813,00",promotion
819,11/15/2025,39975.0,44833.0,promotion
671,2020-07-16,47845.0,53469.0,raise
51,2026-03-19,80204.0,86434.0,acquisition_harmonization
859,2025-09-23,29837.0,33528.0,acquisition_harmonization
62,01.07.2019,74242.0,76265.0,promotion
46,2025-09-04,82957.0,90271.0,raise
500,2025-06-17,40810.0,45885.0,raise
880,05.09.2024,36517.0,43827.0,raise
321,21.10.2024,26931.0,32803.0,promotion
435,22.09.2023,38151.0,40679.0,raise
737,2020-02-04,41576.0,46505.0,raise
630,2025-08-26,35470.0,42487.0,raise
31,2025-06-15,23452.0,30884.0,raise
130,08.10.2024,65242.0,70999.0,correction
392,23.05.2025,79173.0,85509.0,raise
229,02/09/2024,43252.0,48630.0,correction
70,2024-01-07,67087.0,73755.0,raise
291,2025-07-20,47305.0,53756.0,raise
408,01/12/2024,24196.0,31748.0,raise
999,11.02.2024,33539.0,40389.0,raise
784,2026-03-23,23775.0,31477.0,raise
621,2023-01-23,26301.0,28341.0,raise
720,2025-01-20,65677.0,68666.0,promotion
642,30.08.2020,47880.0,51584.0,raise
538,2025-06-18,35067.0,40914.0,raise
15,2022-03-12,57626.0,65433.0,raise
15,01.07.2024,65433.0,73383.0,raise
155,2023-03-25,57923.0,64587.0,raise
95,2024-01-19,68835.0,"72 703,00",raise
665,10/31/2025,61014.0,67264.0,raise
1004,26.04.2025,39667.0,42216.0,acquisition_harmonization
76,2025-12-18,87488.0,93554.0,promotion
954,2023,32659.0,37851.0,raise
797,2022-03-12,27818.0,35690.0,raise
292,2024-06-19,32424.0,37352.0,promotion
740,2021-10-13,64032.0,67088.0,raise
255,20.08.2019,39631.0,43283.0,promotion
315,25.08.2021,34335.0,"39 475,00",raise
19,2022-07-29,70015.0,"73 788,00",acquisition_harmonization
835,05/16/2025,34078.0,"38 720,00",acquisition_harmonization
867,2025-10-16,21573.0,24679.0,raise
128,2021-09-14,61861.0,67556.0,promotion
979,2024-08-15,12633.0,18723.0,raise
155,07.05.2024,75178.0,79138.0,raise
940,2026-01-14,30304.0,32833.0,raise
588,21.09.2021,34499.0,39196.0,raise
994,2022-10-22,18456.0,21278.0,raise
157,2022-01-23,47528.0,50905.0,promotion
739,2025-08-26,49433.0,53587.0,promotion
369,28.12.2022,31302.0,34962.0,raise
88,2023-08-04,79146.0,83841.0,promotion
582,27.11.2025,42273.0,45660.0,raise
523,26.09.2022,64207.0,70286.0,raise
479,03/14/2022,57239.0,64336.0,raise
318,2025-06-18,27280.0,35008.0,promotion
123,2021-10-30,76750.0,84625.0,promotion
913,2026-03-14,32933.0,38771.0,correction
660,2023-12-03,55306.0,58852.0,raise
238,01/29/2024,45939.0,52061.0,raise
406,11.03.2023,32627.0,39102.0,raise
897,12/08/2024,19808.0,24931.0,raise
137,2019-12-29,31765.0,36716.0,correction
493,2023-11-17,31515.0,35026.0,raise
339,2020-06-29,24542.0,31700.0,raise
325,04.04.2024,49154.0,55273.0,raise
339,2022-01-04,31700.0,"37 135,00",raise
105,04.11.2024,77049.0,80788.0,raise
885,02.01.2025,42436.0,46455.0,raise
240,05.08.2024,37255.0,39471.0,promotion
54,2024-06-28,49803.0,55118.0,acquisition_harmonization
400,05.08.2023,58417.0,61527.0,promotion
804,16.07.2024,38688.0,45118.0,raise
861,02/26/2024,4564.0,9441.0,raise
920,30.11.2023,13345.0,17917.0,raise
509,11.10.2023,47931.0,52517.0,correction
814,17.09.2025,22235.0,25211.0,raise
407,2026-01-08,51706.0,54342.0,raise
465,11/11/2020,65382.0,73289.0,raise
150,07.03.2026,47164.0,51447.0,raise
100,2026-01-18,68712.0,72970.0,raise
70,22.03.2025,73755.0,"76 910,00",raise
184,2025-01-27,59596.0,62625.0,raise
497,03.02.2022,16120.0,19033.0,raise
519,29.07.2023,40014.0,43491.0,raise
973,2024-08-13,19995.0,"22 054,00",promotion
282,20.03.2026,47052.0,54707.0,raise
982,07/11/2025,26178.0,29787.0,promotion
892,30.04.2024,17366.0,21002.0,promotion
559,2023-05-07,21395.0,25808.0,raise
1006,09/16/2024,23136.0,26075.0,promotion
820,2023-08-30,25748.0,32975.0,correction
705,03.04.2023,36452.0,44182.0,promotion
388,11.08.2025,71001.0,77003.0,promotion
900,2024-11-07,22243.0,28425.0,raise
217,2025-05-05,35041.0,42761.0,promotion
164,2023-06-21,73268.0,75777.0,raise
45,2026-01-04,36397.0,42007.0,raise
616,26.02.2021,46095.0,53721.0,raise
368,14.02.2022,42486.0,46254.0,promotion
331,2024-08-30,37560.0,39928.0,raise
389,2023-11-26,66506.0,73866.0,raise
639,06/07/2021,80358.0,84010.0,raise
74,07.12.2022,58287.0,64916.0,raise
913,07/31/2025,30762.0,32933.0,raise
125,09.03.2025,43934.0,51919.0,raise
98,2025,74668.0,82139.0,promotion
793,25.10.2024,20657.0,25974.0,raise
786,2025-05-26,26603.0,34436.0,raise
518,2024-01-06,83263.0,90457.0,promotion
219,2026-02-03,60620.0,63340.0,raise
368,2025-11-01,56882.0,62985.0,raise
533,2024,42435.0,45037.0,raise
745,2023-02-22,35201.0,40470.0,raise
682,2018-06-06,47755.0,51248.0,raise
949,2025-12-24,32569.0,34571.0,raise
52,2025-01-23,65045.0,67794.0,raise
861,11/20/2025,18607.0,24931.0,raise
355,2026-02-28,40348.0,45286.0,raise
317,2025-06-29,60137.0,62419.0,raise
675,2023-10-02,46632.0,52134.0,raise
51,2025-06-01,76550.0,80204.0,raise
771,2026,49894.0,52220.0,correction
95,2022-12-05,64037.0,68835.0,promotion
594,10.10.2024,32751.0,39972.0,raise
122,2025-02-08,67677.0,74728.0,raise
445,2025-06-11,81729.0,85114.0,correction
583,03/12/2023,41851.0,44679.0,raise
911,2023-01-15,8243.0,12934.0,correction
326,2024-12-03,74117.0,77793.0,raise
135,2024-06-07,49660.0,51970.0,raise
538,09/23/2023,29195.0,"35 067,00",raise
153,2024-06-08,65134.0,"71 312,00",acquisition_harmonization
621,05/04/2024,31430.0,34844.0,promotion
482,10.11.2025,31093.0,33381.0,raise
784,2024-09-10,5155.0,11019.0,raise
455,11.09.2025,66949.0,71126.0,raise
671,2026-01-02,64290.0,67886.0,raise
92,21.03.2025,78807.0,86637.0,raise
269,2020-02-20,34742.0,41898.0,correction
428,2023-06-25,45022.0,50123.0,raise
661,2025-07-30,56893.0,59473.0,raise
963,20.09.2025,32989.0,"36 611,00",raise
609,05/15/2023,34100.0,"38 288,00",raise
19,07.08.2024,80364.0,87787.0,raise
806,09.09.2025,34565.0,38029.0,correction
969,2024-09-23,43541.0,50575.0,raise
73,12/22/2023,63305.0,66824.0,raise
691,09/29/2025,51261.0,58982.0,raise
703,2025-06-07,64819.0,69925.0,raise
965,2025-10-17,30764.0,34181.0,raise
400,2022-12-10,54056.0,58417.0,raise
65,05.06.2024,58875.0,66537.0,raise
725,2026-02-08,68634.0,76008.0,promotion
694,04.08.2023,49508.0,55591,raise
26,2024-12-28,34270.0,37548.0,raise
201,07/13/2023,57298.0,63261.0,raise
994,27.04.2024,21278.0,28633.0,raise
300,2022-03-10,27110.0,31225.0,raise
516,2023-03-03,38969.0,44893.0,correction
528,03/26/2026,53540.0,58517.0,raise
456,05/04/2025,59688.0,62113.0,raise
866,2025-06-04,41754.0,44792.0,raise
916,2024-03-03,16422.0,"22 981,00",raise
508,2025-12-20,10360.0,14982.0,raise
447,12/20/2024,65830.0,69301.0,raise
351,2025-11-12,40555.0,47318.0,raise
678,2024-12-02,63357.0,67183.0,acquisition_harmonization
426,27.06.2025,42038.0,44310.0,raise
587,2026-03-10,43338.0,"50 720,00",raise
81,2024,69167.0,76533.0,correction
78,11/28/2024,66844.0,70092.0,raise
220,23.04.2022,27565.0,"31 235,00",correction
871,30.07.2024,37622.0,"44 332,00",raise
871,2024-10-09,44332.0,49374.0,raise
229,28.02.2024,48630.0,51859.0,raise
119,2025-04-04,35401.0,37802.0,raise
757,2022-10-04,76179.0,81536.0,raise
141,02.12.2025,71440.0,75346.0,promotion
1001,2023-07-15,39574.0,45663.0,raise
241,2025-05-27,57388.0,61265.0,promotion
535,2024-12-17,32331.0,"34 516,00",promotion
605,2023-07-29,21431.0,25040.0,raise
155,2023-01-29,48160.0,50782.0,raise
156,2024-07-16,65083.0,70852.0,raise
860,2024-10-06,33400.0,36468.0,raise
126,2022-02-03,54922.0,62170.0,raise
413,2021-06-18,47415.0,54884.0,promotion
64,2024-03-22,54457.0,56824.0,raise
925,15.02.2024,26432.0,29727.0,raise
837,25.01.2026,45646.0,52970.0,correction
873,10/28/2025,33713.0,36750.0,raise
967,28.11.2024,42051.0,47734.0,correction
278,2024-08-05,46384.0,52750.0,promotion
853,2025-04-27,-937.0,"6 740,00",raise
782,08.10.2024,16903.0,"21 121,00",correction
911,02.07.2025,24103.0,28280.0,raise
564,2024-09-28,44644.0,48379.0,correction
219,05/02/2022,50523.0,54288.0,raise
732,12.11.2025,66201.0,69067.0,raise
399,13.07.2023,69681.0,"77 174,00",promotion
668,07/13/2025,71046.0,74843.0,acquisition_harmonization
398,2024-06-11,42174.0,47016.0,promotion
305,2024-05-31,34668.0,38356.0,raise
526,10/29/2025,41287.0,46109.0,raise
161,2023-08-04,52165.0,56223.0,raise
581,06/04/2022,47557.0,50409.0,raise
0,2022-05-29,42972.0,50575.0,raise
247,29.06.2025,50212.0,58189.0,promotion
975,10.10.2025,27659.0,31426.0,promotion
190,2025-10-24,62181.0,67521.0,raise
419,10.08.2023,26471.0,29369.0,promotion
515,25.09.2025,51991.0,55046.0,promotion
72,21.12.2022,46052.0,49444.0,acquisition_harmonization
693,2019-12-08,61166.0,68245.0,promotion
721,2024-04-13,42645.0,47411.0,raise
