employee_id,jmeno,prijmeni,email,oddeleni,pozice,datum_nastupu,plat,hodnoceni_vykonu,vzdelani,mesto,vek,pohlavi,typ_uvazku,telefon
12,Ondřej,Růžička,ondrej.ruzicka@datacorp.cz,Vývoj,Tech Lead,2020-10-17,90500,3,VŠ Mgr.,Ostrava,34,M,Plný,+420 790 398 590
13,Monika,Němcová,monika.nemcova@datacorp.cz,Vývoj,Software Developer,2019-04-16,62000,3,VŠ Bc.,Olomouc,33,Ž,Plný,+420 734 319 693
14,Radek,Urban,radek.urban@datacorp.cz,Vývoj,QA Engineer,2019-06-16,71500,5,VŠ Mgr.,Hradec Králové,30,M,Plný,+420 792 385 282
15,Kristýna,Zemanová,kristyna.zemanova@datacorp.cz,Vývoj,Tech Lead,2021-07-02,65500,3,VŠ Bc.,Zlín,28,Ž,Částečný,+420 798 181 773
16,Jakub,Malý,jakub.maly@datacorp.cz,Vývoj,DevOps Engineer,2020-11-06,92500,4,VŠ Mgr.,České Budějovice,36,M,Plný,+420 601 943 952
17,Tereza,Novotná,tereza.novotna@datacorp.cz,Vývoj,Data Engineer,2021-10-12,65500,4,VŠ Mgr.,Brno,29,Ž,Plný,+420 794 490 229
18,Lucie,Horáková,lucie.horakova@datacorp.cz,Vývoj,DevOps Engineer,2021-03-28,70500,3,VŠ Bc.,Liberec,33,Ž,Plný,+420 772 823 122
19,Pavel,Kříž,pavel.kriz@datacorp.cz,Vývoj,Software Developer,2022-05-22,94500,3,VŠ Mgr.,Zlín,28,M,Plný,+420 784 637 599
20,Matěj,Dvořák,matej.dvorak@datacorp.cz,Vývoj,Tech Lead,2021-03-28,78500,3,VŠ PhD.,Ostrava,32,M,Plný,+420 769 116 697
21,Tomáš,Horák,tomas.horak@datacorp.cz,Vývoj,DevOps Engineer,2025-04-26,61500,3,VŠ Mgr.,Zlín,26,M,Plný,+420 773 577 323
22,Kristýna,Urbanová,kristyna.urbanova@datacorp.cz,Vývoj,Software Developer,2017-10-01,72000,4,SŠ,Hradec Králové,46,Ž,Plný,+420 784 229 923
23,Nikola,Procházková,nikola.prochazkova@datacorp.cz,Vývoj,QA Engineer,2021-09-08,67500,4,SŠ,Hradec Králové,25,Ž,Plný,+420 610 564 712
24,Alena,Marková,alena.markova@datacorp.cz,Vývoj,DevOps Engineer,2021-04-25,83000,5,VŠ PhD.,Plzeň,31,Ž,Plný,+420 656 144 106
25,Filip,Malý,filip.maly@datacorp.cz,Vývoj,Software Developer,2019-01-15,92500,4,VŠ PhD.,Praha,34,M,Plný,+420 795 621 801
26,Daniel,Blažek,daniel.blazek@datacorp.cz,Vývoj,DevOps Engineer,2021-08-17,51000,3,VŠ Mgr.,Liberec,29,M,Plný,+420 612 225 490
27,Lenka,Zemanová,lenka.zemanova@datacorp.cz,Vývoj,QA Engineer,2024-06-26,61500,3,VŠ Mgr.,Hradec Králové,31,Ž,Částečný,+420 789 868 532
28,Lenka,Fialová,lenka.fialova@datacorp.cz,Vývoj,Software Developer,2017-12-07,88000,4,VŠ PhD.,České Budějovice,36,Ž,Plný,+420 719 725 552
29,Simona,Čechová,simona.cechova@datacorp.cz,Vývoj,DevOps Engineer,2019-12-02,54500,4,SŠ,Zlín,39,Ž,Plný,+420 791 466 634
30,Karel,Blažek,karel.blazek@datacorp.cz,Vývoj,Software Developer,2023-06-13,78500,4,VŠ Mgr.,Liberec,29,M,Plný,+420 735 570 754
31,Josef,Fiala,josef.fiala@datacorp.cz,Vývoj,Tech Lead,2025-04-26,46000,4,VŠ Bc.,Ostrava,24,M,Plný,+420 731 929 796
32,Pavel,Marek,pavel.marek@datacorp.cz,Vývoj,Data Engineer,2020-12-14,76000,4,VŠ Mgr.,Praha,32,M,Částečný,+420 711 494 763
33,Filip,Kučera,filip.kucera@datacorp.cz,Vývoj,Tech Lead,2023-01-24,92500,4,VŠ Mgr.,Hradec Králové,30,M,Plný,+420 790 343 865
34,Tomáš,Černý,tomas.cerny@datacorp.cz,Vývoj,Tech Lead,2018-03-19,91500,3,SŠ,Brno,32,M,Plný,+420 663 498 110
35,Lukáš,Vaněk,lukas.vanek@datacorp.cz,Vývoj,DevOps Engineer,2024-03-30,83000,4,VŠ PhD.,Olomouc,22,M,Plný,+420 799 222 685
36,Hana,Malá,hana.mala@datacorp.cz,Vývoj,Software Developer,2020-05-12,75000,4,VŠ Bc.,Pardubice,29,Ž,Plný,+420 781 132 104
37,Jana,Křížová,jana.krizova@datacorp.cz,Vývoj,DevOps Engineer,2024-01-05,86000,3,VŠ PhD.,Praha,22,Ž,Plný,+420 754 837 854
38,Lenka,Veselá,lenka.vesela@datacorp.cz,Vývoj,Software Developer,2018-09-18,67500,3,VŠ PhD.,Praha,34,Ž,Plný,+420 704 982 774
39,Barbora,Novotná,barbora.novotna@datacorp.cz,Vývoj,DevOps Engineer,2020-06-21,75000,3,VŠ Mgr.,Brno,31,Ž,Plný,+420 796 588 805
40,Dominik,Doležal,dominik.dolezal@datacorp.cz,Vývoj,Tech Lead,2020-09-11,90000,3,VŠ Mgr.,Zlín,37,M,Plný,+420 692 557 721
41,Ondřej,Černý,ondrej.cerny@datacorp.cz,Vývoj,Software Developer,2021-04-13,81500,4,VŠ Mgr.,Zlín,31,M,Plný,+420 682 856 295
42,Daniel,Marek,daniel.marek@datacorp.cz,Vývoj,Tech Lead,2022-05-03,68500,4,VŠ Mgr.,Olomouc,28,M,Plný,+420 717 687 654
43,Lukáš,Marek,lukas.marek@datacorp.cz,Vývoj,Tech Lead,2023-09-14,93000,3,VŠ Mgr.,Praha,28,M,Plný,+420 784 760 568
44,Jakub,Marek,jakub.marek@datacorp.cz,Vývoj,Tech Lead,2023-02-14,78000,4,VŠ PhD.,Praha,31,M,Plný,+420 613 768 912
45,Jan,Čermák,jan.cermak@datacorp.cz,Vývoj,Data Engineer,2018-09-11,44500,4,VŠ Mgr.,Praha,37,M,Plný,+420 799 482 379
46,Tomáš,Čermák,tomas.cermak@datacorp.cz,Vývoj,Tech Lead,2022-01-06,79500,4,SŠ,Praha,30,M,Plný,+420 683 852 928
47,Karel,Veselý,karel.vesely@datacorp.cz,Vývoj,Data Engineer,2018-10-01,99500,4,VŠ Mgr.,Praha,32,M,Plný,+420 686 927 235
48,Tereza,Malá,tereza.mala@datacorp.cz,Vývoj,Software Developer,2020-07-07,93000,2,VŠ Mgr.,Praha,25,Ž,Plný,+420 768 859 868
49,Daniel,Jelínek,daniel.jelinek@datacorp.cz,Vývoj,DevOps Engineer,2021-09-27,88000,4,VŠ Mgr.,Brno,31,M,Plný,+420 696 720 866
50,Ondřej,Malý,ondrej.maly@datacorp.cz,Vývoj,DevOps Engineer,2022-12-05,74000,4,VŠ Mgr.,Liberec,25,M,Plný,+420 601 404 384
51,Lucie,Zemanová,lucie.zemanova@datacorp.cz,Vývoj,Data Engineer,2020-04-28,83500,3,VŠ Mgr.,Plzeň,32,Ž,DPP,+420 726 822 658
52,Karel,Urban,karel.urban@datacorp.cz,Vývoj,Tech Lead,2020-09-10,70500,4,VŠ PhD.,České Budějovice,22,M,Plný,+420 729 597 965
53,Marek,Dvořák,marek.dvorak@datacorp.cz,Vývoj,Data Engineer,2020-12-03,59000,3,VŠ Mgr.,Plzeň,38,M,Plný,+420 755 887 986
54,Lukáš,Štěpánek,lukas.stepanek@datacorp.cz,Vývoj,QA Engineer,2020-05-22,65000,3,SŠ,Pardubice,29,M,Plný,+420 647 133 149
55,Marie,Pospíšilová,marie.pospisilova@datacorp.cz,Vývoj,Software Developer,2020-12-13,62500,4,VŠ Mgr.,Brno,25,Ž,Plný,+420 609 191 659
56,Ondřej,Novák,ondrej.novak@datacorp.cz,Vývoj,DevOps Engineer,2020-11-18,65500,3,SŠ,Olomouc,29,M,Plný,+420 683 867 571
57,Lukáš,Malý,lukas.maly@datacorp.cz,Vývoj,QA Engineer,2025-04-16,59500,3,VŠ Mgr.,Olomouc,25,M,Plný,+420 668 482 826
58,Daniel,Pokorný,daniel.pokorny@datacorp.cz,Vývoj,QA Engineer,2022-02-04,76500,3,VŠ Mgr.,Ostrava,29,M,Plný,+420 620 428 174
59,Eva,Sedláčková,eva.sedlackova@datacorp.cz,Vývoj,Software Developer,2023-02-27,55500,3,VŠ Mgr.,Plzeň,29,Ž,Plný,+420 708 412 907
60,Veronika,Marková,veronika.markova@datacorp.cz,Vývoj,Data Engineer,2020-06-16,85500,3,VŠ Mgr.,Praha,29,Ž,Plný,+420 635 239 412
61,Simona,Novotná,simona.novotna@datacorp.cz,Vývoj,Tech Lead,2020-08-23,96500,3,VŠ Mgr.,Praha,31,Ž,Částečný,+420 762 340 808
62,Lucie,Sedláčková,lucie.sedlackova@datacorp.cz,Vývoj,Data Engineer,2018-06-05,85500,5,VŠ PhD.,Zlín,32,Ž,Plný,+420 658 136 146
63,Tereza,Štěpánková,tereza.stepankova@datacorp.cz,Vývoj,Tech Lead,2021-10-27,58000,3,SŠ,České Budějovice,35,Ž,Plný,+420 612 504 286
64,Lenka,Hájková,lenka.hajkova@datacorp.cz,Vývoj,Software Developer,2020-02-16,60500,4,VŠ Bc.,Plzeň,32,Ž,Plný,+420 605 399 469
65,Ondřej,Růžička,ondrej.ruzicka@datacorp.cz,Vývoj,Data Engineer,2021-08-12,64500,5,VŠ Mgr.,České Budějovice,35,M,Částečný,+420 666 534 143
66,Dominik,Čermák,dominik.cermak@datacorp.cz,Vývoj,Data Engineer,2021-04-21,74500,4,VŠ Bc.,Praha,33,M,Plný,+420 630 199 735
67,Barbora,Dvořáková,barbora.dvorakova@datacorp.cz,Vývoj,Tech Lead,2023-06-18,79000,5,SŠ,Ostrava,22,Ž,Plný,+420 632 995 869
68,Tereza,Holubová,tereza.holubova@datacorp.cz,Vývoj,Tech Lead,2023-06-13,72500,4,VŠ PhD.,Hradec Králové,37,Ž,Plný,+420 659 294 563
69,Martina,Křížová,martina.krizova@datacorp.cz,Vývoj,Software Developer,2020-09-27,65500,3,SŠ,Hradec Králové,24,Ž,Plný,+420 741 843 385
70,Tomáš,Doležal,tomas.dolezal@datacorp.cz,Vývoj,QA Engineer,2021-05-25,80500,3,VŠ Mgr.,Praha,31,M,Plný,+420 710 993 620
71,Veronika,Doležalová,veronika.dolezalova@datacorp.cz,Vývoj,Data Engineer,2021-05-01,70000,3,VŠ Mgr.,Praha,30,Ž,Plný,+420 658 979 852
72,Eva,Doležalová,eva.dolezalova@datacorp.cz,Vývoj,DevOps Engineer,2019-04-21,67500,4,VŠ Mgr.,Olomouc,37,Ž,Plný,+420 752 610 340
73,Josef,Procházka,josef.prochazka@datacorp.cz,Vývoj,Tech Lead,2020-12-26,74000,3,VŠ Mgr.,České Budějovice,30,M,Plný,+420 777 244 714
74,Marie,Čechová,marie.cechova@datacorp.cz,Vývoj,Data Engineer,2022-05-20,68500,2,VŠ PhD.,České Budějovice,35,Ž,Částečný,+420 729 441 471
75,Adam,Kolář,adam.kolar@datacorp.cz,Vývoj,DevOps Engineer,2020-08-17,67500,3,VŠ Bc.,Pardubice,38,M,Plný,+420 759 102 283
77,Daniel,Beneš,daniel.benes@datacorp.cz,Vývoj,Tech Lead,2019-08-09,86000,4,VŠ Mgr.,Praha,32,M,DPP,+420 667 754 319
78,Lenka,Urbanová,lenka.urbanova@datacorp.cz,Vývoj,Tech Lead,2021-04-02,71500,3,VŠ Mgr.,Praha,28,Ž,Plný,+420 601 533 180
79,Karel,Navrátil,karel.navratil@datacorp.cz,Vývoj,Tech Lead,2025-04-26,72500,3,VŠ Mgr.,Praha,27,M,DPP,+420 796 419 957
80,Martina,Černá,martina.cerna@datacorp.cz,Vývoj,Tech Lead,2018-12-07,54500,3,SŠ,Plzeň,31,Ž,Plný,+420 616 327 508
81,Martin,Hájek,martin.hajek@datacorp.cz,Vývoj,Tech Lead,2023-02-22,78500,3,VŠ Mgr.,Praha,31,M,Částečný,+420 641 467 208
82,Pavel,Dvořák,pavel.dvorak@datacorp.cz,Vývoj,Software Developer,2021-04-12,76000,4,VŠ Bc.,Praha,26,M,Plný,+420 626 866 616
83,Simona,Fialová,simona.fialova@datacorp.cz,Vývoj,Tech Lead,2018-09-11,64500,4,VŠ Bc.,Praha,26,Ž,Plný,+420 755 353 541
84,Filip,Fiala,filip.fiala@datacorp.cz,Vývoj,Data Engineer,2021-11-19,75500,4,VŠ Bc.,Zlín,30,M,Plný,+420 674 598 963
85,Tereza,Konečná,tereza.konecna@datacorp.cz,Vývoj,Software Developer,2019-09-09,97000,4,VŠ Mgr.,Plzeň,33,Ž,Plný,+420 706 855 989
86,Matěj,Vaněk,matej.vanek@datacorp.cz,Vývoj,Software Developer,2024-11-12,66000,4,VŠ PhD.,Hradec Králové,29,M,Plný,+420 610 775 673
87,Klára,Veselá,klara.vesela@datacorp.cz,Vývoj,Data Engineer,2023-06-04,51500,3,SŠ,Pardubice,28,Ž,Plný,+420 612 818 216
88,Klára,Kolářová,klara.kolarova@datacorp.cz,Vývoj,DevOps Engineer,2020-12-22,91000,3,VŠ Mgr.,Liberec,33,Ž,Plný,+420 722 955 573
89,Petra,Dvořáková,petra.dvorakova@datacorp.cz,Vývoj,DevOps Engineer,2020-09-02,77000,3,VŠ Mgr.,Praha,34,Ž,Částečný,+420 660 743 429
90,Filip,Jelínek,filip.jelinek@datacorp.cz,Vývoj,Tech Lead,2020-09-18,90000,4,VŠ Mgr.,Brno,34,M,Plný,+420 692 496 332
91,Anna,Marková,anna.markova@datacorp.cz,Vývoj,DevOps Engineer,2022-03-03,55000,5,SŠ,Praha,33,Ž,Částečný,+420 755 776 322
92,Martin,Černý,martin.cerny@datacorp.cz,Vývoj,Data Engineer,2021-12-19,82500,4,VŠ Mgr.,Plzeň,29,M,Plný,+420 753 957 624
93,Barbora,Pokorná,barbora.pokorna@datacorp.cz,Vývoj,DevOps Engineer,2019-05-01,87000,3,VŠ Mgr.,Olomouc,37,Ž,Plný,+420 775 426 499
94,Matěj,Kopecký,matej.kopecky@datacorp.cz,Vývoj,Tech Lead,2023-04-30,67000,3,VŠ Mgr.,Pardubice,32,M,Částečný,+420 663 858 942
95,Karel,Štěpánek,karel.stepanek@datacorp.cz,Vývoj,DevOps Engineer,2021-03-14,84000,4,VŠ Mgr.,Brno,40,M,Plný,+420 651 426 468
96,Hana,Křížová,hana.krizova@datacorp.cz,Vývoj,Software Developer,2019-02-27,61500,4,SŠ,Hradec Králové,30,Ž,Plný,+420 739 796 644
97,Anna,Králová,anna.kralova@datacorp.cz,Vývoj,Data Engineer,2023-03-31,75000,4,VŠ Mgr.,Liberec,30,Ž,Plný,+420 613 629 811
98,Lenka,Konečná,lenka.konecna@datacorp.cz,Vývoj,QA Engineer,2022-03-28,80500,3,VŠ PhD.,Plzeň,24,Ž,Plný,+420 759 687 101
99,Karel,Svoboda,karel.svoboda@datacorp.cz,Vývoj,Tech Lead,2018-04-07,105000,5,VŠ PhD.,Praha,36,M,Plný,+420 610 786 418
100,Marek,Kopecký,marek.kopecky@datacorp.cz,Vývoj,QA Engineer,2023-01-04,76500,2,VŠ Mgr.,Pardubice,34,M,Plný,+420 713 891 924
101,Eva,Pokorná,eva.pokorna@datacorp.cz,Vývoj,Tech Lead,2023-05-25,59000,3,SŠ,Praha,30,Ž,Plný,+420 606 772 840
102,Jana,Procházková,jana.prochazkova@datacorp.cz,Vývoj,Tech Lead,2025-04-26,88500,3,VŠ Mgr.,České Budějovice,23,Ž,Plný,+420 665 777 281
103,Adam,Vaněk,adam.vanek@datacorp.cz,Vývoj,Tech Lead,2025-04-26,81500,3,VŠ Mgr.,Brno,22,M,Plný,+420 635 139 840
104,Hana,Štěpánková,hana.stepankova@datacorp.cz,Vývoj,Data Engineer,2020-11-15,80000,5,VŠ Mgr.,Pardubice,29,Ž,Plný,+420 723 298 525
105,Hana,Horáková,hana.horakova@datacorp.cz,Vývoj,DevOps Engineer,2023-05-23,80500,3,VŠ PhD.,Zlín,25,Ž,Plný,+420 720 657 334
106,Kateřina,Urbanová,katerina.urbanova@datacorp.cz,Vývoj,Tech Lead,2024-08-14,80000,2,VŠ Mgr.,Plzeň,24,Ž,Plný,+420 768 159 426
107,Jana,Doležalová,jana.dolezalova@datacorp.cz,Vývoj,Data Engineer,2020-09-09,101000,4,VŠ PhD.,Ostrava,34,Ž,Plný,+420 611 526 627
108,Petra,Navrátilová,petra.navratilova@datacorp.cz,Vývoj,DevOps Engineer,2018-06-15,87500,4,VŠ Mgr.,Pardubice,29,Ž,Plný,+420 668 424 319
109,Eva,Marková,eva.markova@datacorp.cz,Vývoj,QA Engineer,2019-08-25,51500,3,VŠ PhD.,Praha,30,Ž,Plný,+420 623 466 209
110,Karel,Urban,karel.urban@datacorp.cz,Vývoj,Tech Lead,2018-11-03,90500,5,VŠ PhD.,Zlín,35,M,Plný,+420 783 825 932
111,Martin,Marek,martin.marek@datacorp.cz,Vývoj,Tech Lead,2021-03-31,86000,4,VŠ Mgr.,Zlín,32,M,Částečný,+420 620 127 630
112,Hana,Jelínková,hana.jelinkova@datacorp.cz,Vývoj,QA Engineer,2019-05-02,78500,3,VŠ PhD.,Ostrava,33,Ž,Plný,+420 676 515 362
113,Marek,Pospíšil,marek.pospisil@datacorp.cz,Vývoj,QA Engineer,2019-11-15,67500,5,SŠ,Zlín,32,M,Plný,+420 677 802 606
114,Adam,Němec,adam.nemec@datacorp.cz,Vývoj,Data Engineer,2023-02-03,96000,5,VŠ Mgr.,Brno,31,M,Částečný,+420 784 621 981
115,Jana,Holubová,jana.holubova@datacorp.cz,Vývoj,DevOps Engineer,2020-09-10,51500,4,VŠ Mgr.,Ostrava,30,Ž,Plný,+420 601 942 397
116,Karel,Hájek,karel.hajek@datacorp.cz,Vývoj,QA Engineer,2019-10-10,68500,2,VŠ Bc.,Plzeň,33,M,DPP,+420 615 967 812
117,Simona,Holubová,simona.holubova@datacorp.cz,Vývoj,Tech Lead,2021-04-24,82500,2,VŠ PhD.,České Budějovice,22,Ž,Plný,+420 721 941 432
118,Anna,Černá,anna.cerna@datacorp.cz,Vývoj,Data Engineer,2019-10-24,104500,4,VŠ Mgr.,Plzeň,29,Ž,Plný,+420 686 721 621
119,Martin,Dvořák,martin.dvorak@datacorp.cz,Vývoj,QA Engineer,2024-07-17,56000,3,VŠ Mgr.,Liberec,28,M,Plný,+420 637 267 187
120,Martin,Jelínek,martin.jelinek@datacorp.cz,Vývoj,Data Engineer,2020-08-06,80000,5,SŠ,Liberec,39,M,Plný,+420 626 487 427
121,Jan,Pospíšil,jan.pospisil@datacorp.cz,Vývoj,Data Engineer,2016-10-20,86500,4,VŠ Mgr.,Brno,36,M,Plný,+420 787 920 205
122,Jana,Kopecká,jana.kopecka@datacorp.cz,Vývoj,Data Engineer,2020-06-27,80000,3,VŠ PhD.,Praha,30,Ž,DPP,+420 657 379 812
123,Lucie,Kučerová,lucie.kucerova@datacorp.cz,Vývoj,Data Engineer,2018-10-07,90000,4,VŠ Mgr.,Brno,38,Ž,Plný,+420 788 930 816
124,Filip,Sedláček,filip.sedlacek@datacorp.cz,Vývoj,QA Engineer,2020-11-02,70500,4,VŠ Mgr.,Brno,37,M,Plný,+420 622 180 751
125,Petr,Vaněk,petr.vanek@datacorp.cz,Vývoj,Tech Lead,2022-10-06,74500,2,SŠ,Praha,35,M,Plný,+420 795 445 564
126,Dominik,Štěpánek,dominik.stepanek@datacorp.cz,Vývoj,Software Developer,2019-01-21,68500,3,VŠ Bc.,Plzeň,32,M,Částečný,+420 652 583 694
127,Barbora,Benešová,barbora.benesova@datacorp.cz,Vývoj,Data Engineer,2016-12-18,83500,5,VŠ PhD.,Brno,29,Ž,Částečný,+420 687 864 440
128,Tomáš,Fiala,tomas.fiala@datacorp.cz,Vývoj,DevOps Engineer,2020-08-21,88000,4,VŠ Mgr.,České Budějovice,37,M,Plný,+420 743 943 786
129,Lucie,Doležalová,lucie.dolezalova@datacorp.cz,Vývoj,Tech Lead,2020-12-12,59000,5,VŠ Mgr.,Pardubice,31,Ž,Plný,+420 684 760 633
130,Markéta,Kolářová,marketa.kolarova@datacorp.cz,Vývoj,Data Engineer,2020-11-03,72000,3,VŠ Mgr.,Hradec Králové,40,Ž,Plný,+420 749 803 913
131,Ondřej,Kučera,ondrej.kucera@datacorp.cz,Vývoj,Data Engineer,2021-03-28,72500,3,VŠ Mgr.,Liberec,38,M,Plný,+420 685 432 555
132,Michal,Růžička,michal.ruzicka@datacorp.cz,Vývoj,Software Developer,2024-04-09,80000,3,VŠ Bc.,České Budějovice,22,M,Částečný,+420 746 345 606
133,Tomáš,Kříž,tomas.kriz@datacorp.cz,Vývoj,Software Developer,2018-01-04,88500,5,VŠ Mgr.,Hradec Králové,36,M,Plný,+420 635 808 530
134,Marie,Němcová,marie.nemcova@datacorp.cz,Vývoj,QA Engineer,2022-08-26,71000,3,VŠ Mgr.,České Budějovice,29,Ž,Plný,+420 621 833 285
135,Ondřej,Němec,ondrej.nemec@datacorp.cz,Vývoj,QA Engineer,2018-10-09,58500,4,VŠ Mgr.,Praha,34,M,Plný,+420 662 428 217
136,Markéta,Pokorná,marketa.pokorna@datacorp.cz,Vývoj,Software Developer,2025-04-26,87500,3,VŠ Mgr.,Pardubice,22,Ž,DPP,+420 694 652 496
137,Dominik,Beneš,dominik.benes@datacorp.cz,Vývoj,DevOps Engineer,2019-04-07,48500,4,SŠ,Ostrava,37,M,Plný,+420 681 787 596
138,Karel,Dvořák,karel.dvorak@datacorp.cz,Vývoj,Software Developer,2023-05-04,95500,3,VŠ PhD.,Brno,32,M,Plný,+420 749 341 839
139,Daniel,Král,daniel.kral@datacorp.cz,Vývoj,QA Engineer,2023-01-10,50000,3,VŠ Bc.,Liberec,31,M,Plný,+420 789 153 850
140,Marek,Kučera,marek.kucera@datacorp.cz,Vývoj,Data Engineer,2019-11-17,82000,3,VŠ Mgr.,Hradec Králové,35,M,Plný,+420 792 348 407
141,Kristýna,Nováková,kristyna.novakova@datacorp.cz,Vývoj,Tech Lead,2024-08-04,75000,2,VŠ Mgr.,Hradec Králové,27,Ž,Plný,+420 642 614 614
142,Dominik,Svoboda,dominik.svoboda@datacorp.cz,Vývoj,Software Developer,2019-01-16,83000,3,VŠ PhD.,Brno,32,M,Plný,+420 634 275 607
143,Ondřej,Vaněk,ondrej.vanek@datacorp.cz,Vývoj,Data Engineer,2021-10-07,87500,4,VŠ PhD.,Praha,27,M,Plný,+420 649 178 779
144,Martina,Růžičková,martina.ruzickova@datacorp.cz,Vývoj,Tech Lead,2024-04-05,78000,3,VŠ Mgr.,Hradec Králové,26,Ž,Plný,+420 720 346 206
145,Kateřina,Nováková,katerina.novakova@datacorp.cz,Vývoj,Data Engineer,2020-05-10,76500,4,VŠ PhD.,Hradec Králové,43,Ž,Plný,+420 727 244 289
146,Daniel,Kopecký,daniel.kopecky@datacorp.cz,Vývoj,Software Developer,2025-04-26,78000,2,SŠ,Liberec,33,M,Plný,+420 720 215 209
147,Josef,Dvořák,josef.dvorak@datacorp.cz,Vývoj,DevOps Engineer,2019-06-23,85000,2,VŠ Mgr.,Brno,32,M,Plný,+420 623 377 552
148,Adam,Doležal,adam.dolezal@datacorp.cz,Vývoj,QA Engineer,2021-10-11,92500,3,VŠ PhD.,Plzeň,27,M,Plný,+420 667 815 508
149,Karel,Kříž,karel.kriz@datacorp.cz,Vývoj,Data Engineer,2016-08-25,104000,4,VŠ Mgr.,Liberec,31,M,Částečný,+420 682 187 355
150,Daniel,Hájek,daniel.hajek@datacorp.cz,Vývoj,QA Engineer,2024-08-12,54500,4,VŠ Mgr.,Olomouc,28,M,Plný,+420 789 122 509
151,Jakub,Marek,jakub.marek@datacorp.cz,Vývoj,Tech Lead,2018-12-19,84500,4,VŠ Mgr.,Brno,30,M,Plný,+420 789 423 774
152,Monika,Konečná,monika.konecna@datacorp.cz,Vývoj,Tech Lead,2022-06-26,105000,2,VŠ Mgr.,Praha,24,Ž,DPP,+420 688 739 197
153,Daniel,Holub,daniel.holub@datacorp.cz,Vývoj,Tech Lead,2017-08-13,85000,4,VŠ Mgr.,Praha,32,M,Plný,+420 669 215 226
154,Martin,Malý,martin.maly@datacorp.cz,Vývoj,Software Developer,2022-08-03,53000,4,VŠ Bc.,Praha,27,M,Plný,+420 612 990 178
155,Eva,Fialová,eva.fialova@datacorp.cz,Vývoj,Data Engineer,2022-06-24,77000,3,VŠ Mgr.,Zlín,30,Ž,Plný,+420 742 734 411
156,Petr,Procházka,petr.prochazka@datacorp.cz,Vývoj,DevOps Engineer,2023-01-22,86500,4,VŠ Bc.,Brno,29,M,Plný,+420 729 870 893
157,Petr,Veselý,petr.vesely@datacorp.cz,Vývoj,QA Engineer,2019-08-21,77000,5,VŠ PhD.,Brno,29,M,Plný,+420 710 500 649
158,Radek,Černý,radek.cerny@datacorp.cz,Vývoj,Tech Lead,2023-10-09,60500,3,VŠ Mgr.,Praha,25,M,Plný,+420 666 496 849
159,Markéta,Kopecká,marketa.kopecka@datacorp.cz,Vývoj,Data Engineer,2022-04-28,94500,4,VŠ Mgr.,Zlín,30,Ž,Plný,+420 698 677 641
160,Tomáš,Novotný,tomas.novotny@datacorp.cz,Vývoj,Tech Lead,2021-03-25,100000,5,VŠ PhD.,Ostrava,22,M,Plný,+420 685 295 229
161,Eva,Kolářová,eva.kolarova@datacorp.cz,Vývoj,Tech Lead,2022-01-08,66000,3,SŠ,Praha,22,Ž,Plný,+420 788 461 663
162,Marie,Kolářová,marie.kolarova@datacorp.cz,Vývoj,Tech Lead,2022-03-29,78500,4,VŠ Mgr.,Hradec Králové,30,Ž,DPP,+420 761 301 752
